Rank,Movie,Release,Distributor,Genre,2013 Gross,Tickets Sold
293,Frankenweenie,"Oct 5, 2012",Walt Disney,Adventure,"$354,055","43,549"
294,Watermark,"Sep 27, 2013",Mongrel Media,Documentary,"$353,184","43,442"
295,Lovelace,"Aug 9, 2013",Radius,Drama,"$352,755","43,389"
296,Pitch Perfect,"Oct 5, 2012",Universal,Comedy,"$345,235","42,464"
297,Personal Tailor,"Dec 20, 2013",China Lion Film D…,Comedy,"$345,000","42,435"
298,Mindless Behavior: All Arou…,"Mar 15, 2013","AwesomenessTV, Co…",Concert/Perfor…,"$344,500","42,373"
299,Drinking Buddies,"Aug 23, 2013",Magnolia Pictures,Drama,"$343,706","42,276"
300,Koch,"Feb 1, 2013",Zeitgeist,Documentary,"$342,941","42,182"
301,Starbuck,"Jul 29, 2011",Entertainment One,Comedy,"$339,972","41,816"
302,Diana,"Nov 1, 2013",Entertainment One,Drama,"$335,360","41,249"
303,Happy People: A Year in the…,"Dec 9, 2011",Mongrel Media,Documentary,"$329,464","40,524"
304,Lone Survivor,"Dec 25, 2013",Universal,Action,"$326,685","40,182"
305,Camp,"Feb 22, 2013",,Drama,"$324,976","39,972"
306,Not Today,"Apr 12, 2013",Freestyle Releasing,Drama,"$318,121","39,129"
307,The Angels' Share,"Apr 12, 2013",IFC Films,Comedy,"$312,339","38,418"
308,Adore,"Sep 6, 2013",Exclusive Releasing,Drama,"$302,020","37,148"
309,Go Goa Gone,"May 10, 2013",Eros Entertainment,Horror,"$295,414","36,336"
310,Himmatwala,"Mar 29, 2013",UTV Communications,Action,"$270,880","33,318"
311,West of Memphis,"Dec 25, 2012",Sony Pictures Cla…,Documentary,"$270,705","33,297"
312,The Master,"Sep 14, 2012",Weinstein Co.,Drama,"$267,290","32,876"
313,War Witch,"Mar 1, 2013",TriBeca Films,Drama,"$265,273","32,628"
314,The Perks of Being a Wallfl…,"Sep 21, 2012",Lionsgate,Drama,"$263,920","32,462"
315,Room 237,"Mar 29, 2013",IFC Films,Documentary,"$263,411","32,399"
316,Great Expectations,"Nov 8, 2013",Main Street,Drama,"$258,656","31,815"
317,Linsanity,"Oct 4, 2013",,Documentary,"$258,427","31,786"
318,Playing for Keeps,"Dec 7, 2012",FilmDistrict,Romantic Comedy,"$251,675","30,956"
319,Midnight's Children,"Nov 2, 2012",Mongrel Media,Drama,"$248,450","30,559"
320,The Attacks of 26/11,"Mar 1, 2013",Eros Entertainment,Drama,"$248,346","30,546"
321,Blancanieves,"Mar 15, 2013",Cohen Media Group,Drama,"$236,394","29,076"
322,Chashme Baddoor,"Apr 5, 2013",Viva Entertainment,Comedy,"$235,401","28,954"
323,A Place at the Table,"Mar 1, 2013",Magnolia Pictures,Documentary,"$231,378","28,459"
324,InAPPropriate Comedy,"Mar 22, 2013",Freestyle Releasing,Comedy,"$228,004","28,044"
325,Like Someone in Love,"Feb 15, 2013",IFC Films,Drama,"$222,695","27,391"
326,ABCD (Any Body Can Dance),"Feb 8, 2013",UTV Communications,Musical,"$222,098","27,318"
327,The Summit,"Oct 4, 2013",IFC Films,Documentary,"$219,346","26,979"
328,2001: A Space Odyssey,"Apr 2, 1968",MGM,Adventure,"$214,618","26,398"
329,Arthur Newman,"Apr 26, 2013",Cinedigm,Drama,"$207,853","25,566"
330,Prince Avalanche,"Aug 9, 2013",Magnolia Pictures,Comedy,"$205,139","25,232"
331,Cloud Atlas,"Oct 26, 2012",Warner Bros.,Drama,"$205,030","25,218"
332,A Late Quartet,"Nov 2, 2012",Entertainment One,Drama,"$204,736","25,182"
333,You Will Be My Son,"Aug 16, 2013",Cohen Media Group,Drama,"$203,636","25,047"
334,Ghanchakkar,"Jun 28, 2013",UTV Communications,Comedy,"$203,044","24,974"
335,No Place on Earth,"Apr 5, 2013",Magnolia Pictures,Documentary,"$200,238","24,629"
336,Crystal Fairy,"Jul 12, 2013",IFC Films,Comedy,"$195,257","24,016"
337,The Armstrong Lie,"Nov 8, 2013",Sony Pictures Cla…,Documentary,"$194,857","23,967"
338,Not Fade Away,"Dec 21, 2012",Paramount Vantage,Drama,"$193,906","23,850"
339,Puella Magi Madoka Magica T…,"Dec 6, 2013",Eleven Arts,Adventure,"$190,478","23,429"
340,The Anonymous People,"Aug 16, 2013",Alive Mind,Documentary,"$187,459","23,057"
341,Populaire,"Sep 6, 2013",Weinstein Co.,Comedy,"$179,091","22,028"
342,Afternoon Delight,"Aug 30, 2013",Film Arcade,Comedy,"$174,496","21,463"
343,"5 de Mayo, La Batalla","May 3, 2013",Lionsgate,Action,"$173,472","21,337"
344,Escape from Tomorrow,"Oct 11, 2013",Producers Distrib…,Drama,"$171,962","21,151"
345,Copperhead,"Jun 28, 2013",Brainstorm Media,Drama,"$171,740","21,124"
346,We Steal Secrets: The Story…,"May 24, 2013",Focus Features,Documentary,"$166,243","20,448"
347,On The Job,"Sep 27, 2013",Well Go USA,Thriller/Suspense,"$161,217","19,829"
348,Contempt,"Mar 14, 2008",Rialto Pictures,Drama,"$160,538","19,746"
349,The Past,"Dec 20, 2013",Sony Pictures Cla…,Drama,"$160,213","19,706"
350,Mother of George,"Sep 13, 2013",Oscilloscope Pict…,Drama,"$157,937","19,426"
351,A.C.O.D.,"Oct 4, 2013",Film Arcade,Comedy,"$157,690","19,396"
352,LUV,"Jan 18, 2013",Indomina Releasing,Drama,"$156,996","19,310"
353,Somm,"Jun 21, 2013",Samuel Goldwyn Films,Documentary,"$153,620","18,895"
354,Deceptive Practice: The Mys…,"Apr 17, 2013",Kino Lorber,Documentary,"$152,449","18,751"
355,Snake and Mongoose,"Aug 9, 2013",Rocky Mountain Pi…,Drama,"$152,223","18,723"
356,The Patience Stone,"Aug 14, 2013",Sony Pictures Cla…,Comedy,"$148,408","18,254"
357,Narco Cultura,"Nov 22, 2013",Cinedigm,Documentary,"$145,088","17,846"
358,Free the Mind,"May 3, 2013",International Fil…,Documentary,"$142,008","17,467"
359,John Dies at the End,"Jan 25, 2013",Magnet Pictures,Black Comedy,"$141,951","17,460"
360,Good Ol' Freda,"Sep 6, 2013",Magnolia Pictures,Documentary,"$138,811","17,073"
361,American Promise,"Oct 18, 2013",Rada Film Group,Documentary,"$136,385","16,775"
362,Ernest & Celestine,"Mar 1, 2013",Mongrel Media,Adventure,"$135,918","16,718"
363,Fists of Legend,"Apr 12, 2013",CJ Entertainment,Action,"$134,213","16,508"
364,Is the Man Who Is Tall Happy?,"Nov 22, 2013",IFC Films,Documentary,"$132,409","16,286"
365,Free Angela & All Political…,"Apr 5, 2013",CODEBLACK Films/L…,Documentary,"$129,102","15,879"
366,Drug War,"Jul 26, 2013",Variance Films,Thriller/Suspense,"$128,195","15,768"
367,A Band Called Death,"Jun 28, 2013",Drafthouse Films,Documentary,"$127,257","15,652"
368,Europa Report,"Aug 2, 2013",Magnolia Pictures,Thriller/Suspense,"$125,687","15,459"
369,Cutie and the Boxer,"Aug 16, 2013",Radius,Documentary,"$125,382","15,422"
370,Fukrey,"Jun 14, 2013",Excel Entertainment,Comedy,"$124,221","15,279"
371,Lost and Found in Armenia,"Jun 7, 2013",High Top Releasing,Comedy,"$122,305","15,043"
372,Spark: A Burning Man Story,"Aug 16, 2013",Paladin,Documentary,"$120,459","14,816"
373,Ice Age: Continental Drift,"Jul 13, 2012",20th Century Fox,Adventure,"$117,761","14,484"
374,Beyond the Hills,"Mar 8, 2013",IFC Films,Drama,"$117,287","14,426"
375,Storm Surfers 3D,"Apr 26, 2013",XLrator Media,Documentary,"$117,090","14,402"
376,The Invisible Woman,"Dec 25, 2013",Sony Pictures Cla…,Drama,"$116,840","14,371"
377,Yossi,"Jan 25, 2013",Strand,Drama,"$116,207","14,293"
378,The Punk Singer,"Nov 29, 2013",IFC Films,Documentary,"$115,814","14,245"
379,Ain't in It for My Health: …,"Mar 31, 2013",Kino Lorber,Documentary,"$111,794","13,750"
380,End of Watch,"Sep 21, 2012",Open Road,Thriller/Suspense,"$111,551","13,720"
381,Therese Desqueyroux,"Nov 30, 2012",Mongrel Media,Drama,"$109,376","13,453"
382,Augustine,"May 17, 2013",Music Box Films,Drama,"$107,352","13,204"
383,Big Star: Nothing Can Hurt Me,"Jul 3, 2013",Magnolia Pictures,Documentary,"$105,998","13,037"
384,A Touch of Sin,"Oct 4, 2013",Kino Lorber,Drama,"$103,927","12,783"
385,Upside Down,"Mar 15, 2013",Alchemy,Romantic Comedy,"$102,118","12,560"
386,Computer Chess,"Jul 17, 2013",Kino Lorber,Comedy,"$101,718","12,511"
387,The Broken Circle Breakdown,"Nov 1, 2013",TriBeca Films,Drama,"$101,700","12,509"
388,Shadow Dancer,"May 31, 2013",Magnolia Pictures,Thriller/Suspense,"$100,616","12,375"
389,One Track Heart: The Story …,"May 8, 2013",Zeitgeist,Documentary,"$100,401","12,349"
390,The Silence,"Mar 8, 2013",Music Box Films,Thriller/Suspense,"$100,214","12,326"
391,Spinning Plates,"Oct 25, 2013",Film Arcade,Documentary,"$99,127","12,192"
392,Gimme the Loot,"Mar 22, 2013",IFC Films,Drama,"$99,070","12,185"
393,The Investigator,"Sep 13, 2013",Gabriel's Messeng…,Drama,"$93,690","11,523"
394,Blue Caprice,"Sep 13, 2013",IFC Films,Drama,"$92,336","11,357"
395,Somebody Up There Likes Me,"Mar 8, 2013",TriBeca Films,Comedy,"$89,435","11,000"
396,Settai,"Apr 5, 2013",UTV Communications,Comedy,"$87,838","10,804"
397,Young Detective Dee: Rise o…,"Sep 27, 2013",AMC Independent,Adventure,"$87,783","10,797"
398,Passion,"Aug 30, 2013",Entertainment One,Thriller/Suspense,"$85,726","10,544"
399,Marius,"Dec 13, 2013",Mongrel Media,Drama,"$85,572","10,525"
400,Byzantium,"Jun 28, 2013",IFC Films,Thriller/Suspense,"$85,252","10,486"
401,Reality,"Mar 15, 2013",Oscilloscope Pict…,Comedy,"$83,736","10,299"
402,Les beaux jours,"Oct 25, 2013",,Drama,"$82,510","10,148"
403,Bettie Page Reveals All,"Nov 22, 2013",Music Box Films,Documentary,"$81,776","10,058"
404,We Are What We Are,"Sep 27, 2013",Entertainment One,Thriller/Suspense,"$81,381","10,009"
405,Holy Motors,"Oct 17, 2012",Indomina Releasing,Drama,"$80,468","9,897"
406,Una Noche,"Aug 23, 2013",IFC Films,Drama,"$79,813","9,817"
407,Harvest of Empire,"Sep 28, 2012",Onyx Films,Documentary,"$79,627","9,794"
408,Something in the Air,"May 3, 2013",IFC Films,Drama,"$79,568","9,786"
409,Stuck in Love,"Jul 5, 2013",Alchemy,Comedy,"$78,950","9,710"
410,The Artist and the Model,"Aug 2, 2013",Cohen Media Group,Drama,"$78,504","9,656"
411,Money for Nothing: Inside t…,"Sep 6, 2013",Liberty Street Films,Documentary,"$77,619","9,547"
412,Leviathan,"Mar 1, 2013",Cinema Guild,Documentary,"$76,202","9,372"
413,No One Lives,"May 10, 2013",Anchor Bay Entert…,Horror,"$75,121","9,239"
414,Any Day Now,"Dec 14, 2012",Music Box Films,Drama,"$72,004","8,856"
415,More Than Honey,"Jun 12, 2013",Kino Lorber,Documentary,"$71,977","8,853"
416,An Oversimplification of He…,"Apr 26, 2013",Variance Films,Drama,"$71,906","8,844"
417,Seasons of Gray,"Oct 18, 2013",Echolight Studios,Drama,"$70,594","8,683"
418,The Waiting Room,"Sep 21, 2012",International Fil…,Documentary,"$67,815","8,341"
419,After Tiller,"Sep 20, 2013",Oscilloscope Pict…,Documentary,"$67,414","8,292"
420,Pandora's Promise,"Jun 12, 2013",Abramorama Films,Documentary,"$66,680","8,201"
421,Violette,"Nov 29, 2013",Mongrel Media,Drama,"$65,635","8,073"
422,Beware of Mr. Baker,"Nov 30, 2012",SnagFilms,Documentary,"$63,105","7,761"
423,Becoming Traviata,"May 15, 2013",Distrib Films,Documentary,"$62,652","7,706"
424,Go For Sisters,"Nov 8, 2013",Variance Films,Thriller/Suspense,"$62,107","7,639"
425,Winnie Mandela,"Sep 6, 2013",Image Entertainment,Drama,"$61,847","7,607"
426,Don't Stop Believin': Every…,"Mar 8, 2013",Cinedigm,Documentary,"$61,018","7,505"
427,It's a Disaster,"Apr 12, 2013",Oscilloscope Pict…,Comedy,"$60,818","7,480"
428,How I Live Now,"Nov 8, 2013",Magnolia Pictures,Drama,"$60,360","7,424"
429,The English Teacher,"May 17, 2013",Cinedigm,Comedy,"$60,166","7,400"
430,The Canyons,"Aug 2, 2013",IFC Films,Thriller/Suspense,"$59,671","7,339"
431,Elle s'en va,"Nov 22, 2013",,Drama,"$59,028","7,260"
432,The Wicker Man,"Aug 7, 1974",Warner Bros.,Horror,"$58,341","7,176"
433,The Trials of Muhammad Ali,"Aug 23, 2013",Kino Lorber,Documentary,"$57,641","7,089"
434,Billy and Buddy,"Nov 8, 2013",Distrib Films,Adventure,"$56,224","6,915"
435,Terms and Conditions May Apply,"Jul 12, 2013",Variance Films,Documentary,"$55,824","6,866"
436,C.O.G.,"Sep 20, 2013",Screen Media Films,Comedy,"$55,301","6,802"
437,Final: The Rapture,"Sep 13, 2013",Riverrain,Thriller/Suspense,"$54,466","6,699"
438,Leonie,"Mar 15, 2013",Monterey Media,Drama,"$53,692","6,604"
439,The Square,"Oct 25, 2013",Noujaim Films,Documentary,"$52,954","6,513"
440,The Central Park Five,"Nov 23, 2012",IFC Films,Documentary,"$51,906","6,384"
441,Venus and Serena,"May 10, 2013",Magnolia Pictures,Documentary,"$51,271","6,306"
442,God Loves Uganda,"Oct 11, 2013",Variance Films,Documentary,"$51,229","6,301"
443,Né quelque part,"Sep 13, 2013",Mongrel Media,,"$49,195","6,051"
444,Let the Fire Burn,"Oct 2, 2013",Zeitgeist,Documentary,"$49,128","6,042"
445,The Pervert's Guide to Ideo…,"Nov 1, 2013",Zeitgeist,Documentary,"$49,072","6,035"
446,Un flic,"Apr 19, 2013",Rialto Pictures,Action,"$48,040","5,908"
447,L'Homme qui rit,"Apr 5, 2013",Mongrel Media,,"$46,704","5,744"
448,Jewtopia,"Sep 20, 2013",Le Petit Canyon P…,Romantic Comedy,"$46,437","5,711"
449,Wrong,"Mar 29, 2013",Drafthouse Films,Comedy,"$46,021","5,660"
450,Reaching for the Moon,"Nov 8, 2013",Wolfe Releasing,Documentary,"$45,502","5,596"
451,American Made Movie,"Aug 30, 2013",Variance Films,Documentary,"$45,175","5,556"
452,Greedy Lying Bastards,"Mar 8, 2013",Lambert Releasing,Documentary,"$45,000","5,535"
453,My Brother the Devil,"Mar 22, 2013",Paladin/108 Media,Drama,"$44,906","5,523"
454,The We and the I,"Mar 8, 2013",Paladin/108 Media,Drama,"$42,172","5,187"
455,Diana Vreeland: The Eye Has…,"Sep 21, 2012",Samuel Goldwyn Films,Documentary,"$41,683","5,127"
456,Holla II,"Apr 19, 2013",Rockstone Releasing,Horror,"$41,537","5,109"
457,Wish You Were Here,"Jun 7, 2013",Entertainment One,Drama,"$41,189","5,066"
458,The Human Scale,"Sep 20, 2013",Mongrel Media,Documentary,"$41,098","5,055"
459,Bill W.,"May 18, 2012",Page 124 Productions,Documentary,"$41,072","5,051"
460,Sightseers,"May 10, 2013",IFC Films,Black Comedy,"$41,039","5,047"
461,Killing Them Softly,"Nov 30, 2012",Weinstein Co.,Thriller/Suspense,"$40,560","4,988"
462,Aftershock,"May 10, 2013",Weinstein Co.,Horror,"$40,179","4,942"
463,GMO OMG,"Sep 13, 2013",Submarine Deluxe,Documentary,"$39,901","4,907"
464,Escape Fire: The Fight to R…,"Oct 5, 2012",Roadside Attractions,Documentary,"$39,428","4,849"
465,How to Make Money Selling D…,"Jun 26, 2013",TriBeca Films,Documentary,"$39,192","4,820"
466,Herb & Dorothy 50X50,"Sep 13, 2013",Fine Line,Documentary,"$38,933","4,788"
467,Post Tenebras Lux,"May 1, 2013",Strand,Drama,"$38,911","4,786"
468,The Short Game,"Sep 20, 2013",Phase 4 Films Sam…,Documentary,"$38,856","4,779"
469,The Wall,"May 31, 2013",Music Box Films,Drama,"$38,674","4,756"
470,Concussion,"Oct 4, 2013",Radius,Drama,"$38,361","4,718"
471,Camille Redouble,"Oct 26, 2012",Mongrel Media,,"$38,243","4,703"
472,Russian Ark,"Dec 13, 2002",WellSpring,Drama,"$37,984","4,672"
473,Ip Man: The Final Fight,"Sep 20, 2013",Well Go USA,Action,"$37,884","4,659"
474,Mumia: Long Distance Revolu…,"Feb 1, 2013",First Run Features,Documentary,"$37,731","4,640"
475,Rising From Ashes,"Jul 26, 2013",First Run Features,Documentary,"$37,673","4,633"
476,Savannah,"Aug 23, 2013",Ketchup Entertain…,Drama,"$36,746","4,519"
477,Redemption,"Jun 28, 2013",Roadside Attractions,Thriller/Suspense,"$36,686","4,512"
478,Touchy Feely,"Sep 6, 2013",Magnolia Pictures,Drama,"$36,128","4,443"
479,A Glimpse Inside the Mind o…,"Feb 8, 2013",A24,Comedy,"$35,586","4,377"
480,M,"Mar 15, 2013",Kino Lorber,Drama,"$35,566","4,374"
481,Far Out Isn't Far Enough: T…,"Jun 14, 2013",First Run Features,Documentary,"$35,431","4,358"
482,The Girl,"Mar 8, 2013",Brainstorm Media,Drama,"$35,048","4,310"
483,Les Salauds,"Oct 11, 2013",Mongrel Media,Documentary,"$35,018","4,307"
484,Underdogs,"Aug 16, 2013",Freestyle Releasing,Drama,"$35,017","4,307"
485,I Give It a Year,"Aug 9, 2013",Magnolia Pictures,Romantic Comedy,"$34,657","4,262"
486,5 Broken Cameras,"May 30, 2012",Kino Lorber,Documentary,"$34,376","4,228"
487,Bert Stern: Original Mad Man,"Apr 5, 2013",First Run Features,Documentary,"$34,005","4,182"
488,Les 4 soldats,"Aug 16, 2013",,Drama,"$33,912","4,171"
489,Running from Crazy,"Nov 1, 2013",Vitagraph Films,Documentary,"$33,300","4,095"
490,Dislecksia: The Movie,"Oct 4, 2013",Area 23a,Documentary,"$33,066","4,067"
491,Samsara,"Aug 24, 2012",Oscilloscope Pict…,Documentary,"$32,797","4,034"
492,Berberian Sound Studio,"Jun 14, 2013",IFC Films,Horror,"$31,641","3,891"
493,Tai Chi Hero,"Apr 26, 2013",Well Go USA,Action,"$30,830","3,792"
494,Zaytoun,"Sep 20, 2013",Strand,Adventure,"$30,743","3,781"
495,Somewhere Between,"Aug 24, 2012",Long Shot Factory,Documentary,"$30,515","3,753"
496,The Power of Few,"Feb 15, 2013",Steelyard Pictures,Drama,"$30,444","3,744"
497,Long Shot: The Kevin Laue S…,"Oct 25, 2013",Cinipix,Documentary,"$29,863","3,673"
498,A Fierce Green Fire,"Mar 1, 2013",First Run Features,Documentary,"$29,817","3,667"
499,Dead Man's Burden,"May 3, 2013",Cinedigm,Western,"$29,634","3,645"
500,The House I Live In,"Oct 5, 2012",Abramorama Films,Documentary,"$28,970","3,563"
501,Struck by Lightning,"Jan 11, 2013",TriBeca Films,Comedy,"$28,378","3,490"
502,Camille Claudel: 1915,"Oct 16, 2013",Kino Lorber,Drama,"$28,355","3,487"
503,Broadway Idiot,"Oct 11, 2013",FilmBuff,Documentary,"$27,595","3,394"
504,Tiger Eyes,"Jun 7, 2013",Freestyle Releasing,Drama,"$27,160","3,340"
505,Maniac,"Jun 21, 2013",IFC Midnight,Thriller/Suspense,"$26,826","3,299"
506,At Berkeley,"Nov 8, 2013",Zipporah,Documentary,"$26,482","3,257"
507,The Sweeney,"Mar 1, 2013",Entertainment One,Action,"$26,345","3,240"
508,Gregory Crewdson: Brief Enc…,"Nov 2, 2012",Zeitgeist,Documentary,"$26,162","3,217"
509,Little Fugitive,"Feb 1, 2013",APD/Cinema Conser…,Drama,"$26,121","3,212"
510,Chasing Mavericks,"Oct 26, 2012",20th Century Fox,Drama,"$25,454","3,130"
511,Graceland,"Apr 26, 2013",Drafthouse Films,Thriller/Suspense,"$24,529","3,017"
512,The Little Soldier,"Mar 8, 2013",Rialto Pictures,Drama,"$24,296","2,988"
513,The Citizen,"Sep 20, 2013",Monterey Media,Drama,"$24,296","2,988"
514,Simon Killer,"Apr 5, 2013",IFC Films,Thriller/Suspense,"$24,082","2,962"
515,Paradies: Liebe,"Apr 26, 2013",Strand,Drama,"$23,808","2,928"
516,Greenwich Village: Music Th…,"Jan 18, 2013",Kino Lorber,Documentary,"$23,701","2,915"
517,The Last Days on Mars,"Dec 6, 2013",Magnolia Pictures,Thriller/Suspense,"$23,376","2,875"
518,Our Children,"Aug 2, 2013",Distrib Films,Drama,"$23,203","2,853"
519,Capital,"Oct 25, 2013",Cohen Media Group,Drama,"$22,400","2,755"
520,Pieta,"May 17, 2013",Drafthouse Films,Drama,"$22,080","2,715"
521,V/H/S 2,"Jul 12, 2013",Magnet Pictures,Horror,"$21,833","2,685"
522,The ABCs of Death,,,Horror,"$21,832","2,685"
523,The Other Son,"Oct 26, 2012",Cohen Media Group,Drama,"$21,709","2,670"
524,Evocateur: The Morton Downe…,"Jun 7, 2013",Magnolia Pictures,Documentary,"$21,652","2,663"
525,Violeta Went to Heaven,"Mar 29, 2013",Kino Lorber,Drama,"$21,496","2,644"
526,The Intouchables,"May 25, 2012",Weinstein Co.,Comedy,"$21,382","2,630"
527,Brooklyn Castle,"Oct 19, 2012",Producers Distrib…,Documentary,"$20,743","2,551"
528,The Ghosts in Our Machine,"Nov 8, 2013","Ghosts Media, Inc.",Documentary,"$20,709","2,547"
529,Viola,"Jul 12, 2013",Cinema Guild,Drama,"$20,669","2,542"
530,Our Nixon,"Aug 30, 2013",Cinedigm,Documentary,"$20,486","2,519"
531,Hunky Dory,"Mar 22, 2013",Variance Films,Drama,"$20,296","2,496"
532,Nosotros Los Nobles,"Nov 1, 2013",Lionsgate,Comedy,"$19,700","2,423"
533,Bad Milo,"Oct 4, 2013",Magnolia Pictures,Black Comedy,"$19,613","2,412"
534,You Ain't Seen Nothin' Yet,"Jun 7, 2013",Kino Lorber,Drama,"$19,373","2,382"
535,Finding Nemo,"May 30, 2003",Walt Disney,Adventure,"$19,209","2,362"
536,Language of a Broken Heart,"Mar 15, 2013",House Lights Media,Comedy,"$19,186","2,359"
537,Hitler's Children,"Nov 16, 2012",Film Movement,Documentary,"$19,160","2,356"
538,Robot and Frank,"Aug 17, 2012",Samuel Goldwyn Films,Drama,"$19,040","2,341"
539,Smash & Grab: The Story of …,"Jul 31, 2013",Doppelganger Rele…,Documentary,"$18,938","2,329"
540,Nostalghia,"May 31, 2013",Kino Lorber,Documentary,"$18,846","2,318"
541,The Sorcerer and the White …,"Feb 8, 2013",Magnolia Pictures,Action,"$18,759","2,307"
542,Masquerade,"Sep 21, 2012",CJ Entertainment,Drama,"$18,681","2,297"
543,A Single Shot,"Sep 20, 2013",TriBeca Films,Thriller/Suspense,"$18,642","2,292"
544,Let My People Go!,"Jan 11, 2013",Zeitgeist,Comedy,"$18,529","2,279"
545,Mental,"Mar 29, 2013",Dada Films,Comedy,"$17,669","2,173"
546,The History of Future Folk,"May 31, 2013",Variance Films,Comedy,"$17,646","2,170"
547,Jamel Shabazz: Street Photo…,"Aug 2, 2013",Artists Public Do…,Documentary,"$17,378","2,137"
548,Violet and Daisy,"Jun 7, 2013",Cinedigm,Action,"$17,186","2,113"
549,Le Pont du Nord,"Mar 22, 2013",The Film Desk,Comedy,"$17,110","2,104"
550,All in Good Time,"Feb 8, 2013",,Comedy,"$17,017","2,093"
551,I Used to Be Darker,"Sep 27, 2013",Strand,Drama,"$16,987","2,089"
552,Torn,"Oct 18, 2013",The Film Collective,Drama,"$16,772","2,062"
553,Love and Honor,"Mar 22, 2013",IFC Films,Drama,"$16,769","2,062"
554,Dealin' with Idiots,"Jul 12, 2013",IFC Films,Comedy,"$16,757","2,061"
555,"Love, Marilyn","Apr 5, 2013",Mongrel Media,Documentary,"$16,164","1,988"
556,The Look of Love,"Jul 5, 2013",IFC Films,Drama,"$16,119","1,982"
557,The Pardon,"Mar 22, 2013",Self Distributed,Drama,"$16,100","1,980"
558,Out of the Clear Blue Sky,"Sep 6, 2013",Area 23a,Documentary,"$16,050","1,974"
559,Hating Breitbart,"Oct 19, 2012",Freestyle Releasing,Documentary,"$15,296","1,881"
560,As I Lay Dying,"Oct 11, 2013",Alchemy,Drama,"$15,009","1,846"
561,I Declare War,"Aug 30, 2013",Drafthouse Films,Drama,"$14,928","1,836"
562,Jayne Mansfield's Car,"Sep 13, 2013",Anchor Bay Entert…,Drama,"$14,836","1,824"
563,Kiss of the Damned,"May 3, 2013",Magnolia Pictures,Drama,"$14,752","1,814"
564,In Another Country,"Nov 9, 2012",Kino Lorber,Drama,"$14,747","1,813"
565,A Wedding Invitation,"May 24, 2013",CJ Entertainment,Romantic Comedy,"$14,350","1,765"
566,Design is One,"Oct 11, 2013",First Run Features,Documentary,"$14,078","1,731"
567,These Birds Walk,"Nov 1, 2013",Oscilloscope Pict…,Documentary,"$14,000","1,722"
568,Dorfman in Love,"Mar 22, 2013",Brainstorm Media,Romantic Comedy,"$13,737","1,689"
569,The Invisible War,"Jun 22, 2012",Cinedigm,Documentary,"$13,476","1,657"
570,A Green Story,"Nov 16, 2012",Indican Pictures,Drama,"$12,901","1,586"
571,My Son,"Sep 20, 2013",FlyRock Media,Drama,"$12,891","1,585"
572,Detropia,"Sep 7, 2012",Loki Films,Documentary,"$12,805","1,575"
573,The Painting,"Jan 28, 2005",Castle Hill Produ…,Drama,"$11,779","1,448"
574,Picture Day,"May 24, 2013",ARC Entertainment,Comedy,"$11,709","1,440"
575,Greetings from Tim Buckley,"May 3, 2013",TriBeca Films,Drama,"$11,157","1,372"
576,Diego Star,"Dec 6, 2013",Mongrel Media,Drama,"$11,000","1,353"
577,Midget Zombie Takeover,"Feb 8, 2013",Driving With Our …,Comedy,"$10,604","1,304"
578,The Selfish Giant,"Dec 20, 2013",IFC Films,Drama,"$10,531","1,295"
579,Shanghai Calling,"Feb 15, 2013",Starz Media,Romantic Comedy,"$10,443","1,284"
580,Liv & Ingmar,"Dec 13, 2013",Janus Films,Documentary,"$10,347","1,272"
581,Evil Intent,"Jun 28, 2013",,Thriller/Suspense,"$10,336","1,271"
582,Shepard & Dark,"Sep 25, 2013",Music Box Films,Documentary,"$10,278","1,264"
583,Informant,"Sep 13, 2013",Music Box Films,Documentary,"$10,068","1,238"
584,Red Obsession,"Sep 6, 2013",Area23a/FilmBuff,Documentary,"$9,939","1,222"
585,Orchestra of Exiles,"Oct 26, 2012",First Run Features,Documentary,"$9,867","1,213"
586,Birth of the Living Dead,"Oct 18, 2013",First Run Features,Documentary,"$9,802","1,205"
587,Caucus,"Oct 25, 2013",Bonfire Films of …,Documentary,"$9,796","1,204"
588,Il Futuro,"Sep 6, 2013",Strand,Drama,"$9,722","1,195"
589,Empire of Dirt,"Nov 22, 2013",,Drama,"$9,635","1,185"
590,If I Were You,"Mar 15, 2013",Kino Lorber,Comedy,"$9,432","1,160"
591,Zero Charisma,"Oct 11, 2013",TriBeca Films,Comedy,"$9,417","1,158"
592,The End of Love,"Mar 1, 2013",Variance Films,Drama,"$9,342","1,149"
593,200 Cartas,"Jun 14, 2013",Vanguardia Films,Romantic Comedy,"$9,338","1,148"
594,11 Flowers,"Feb 22, 2013",First Run Features,Drama,"$9,213","1,133"
595,Ghost Team One,"Oct 11, 2013",Film Arcade,Comedy,"$9,195","1,130"
596,The Odd Life of Timothy Green,"Aug 15, 2012",Walt Disney,Drama,"$9,139","1,124"
597,Galapagos,"Oct 29, 1999",IMAX Films,Documentary,"$9,057","1,114"
598,Tchoupitoulas,"Dec 7, 2012",Oscilloscope Pict…,Documentary,"$8,944","1,100"
599,Call Me Kuchu,"Jun 14, 2013",Cinedigm,Documentary,"$8,941","1,099"
600,White Elephant,"Mar 29, 2013",Strand,Drama,"$8,863","1,090"
601,La pirogue,"Jan 23, 2013",ArtMattan Films,Drama,"$8,836","1,086"
