Rank,Movie,Release,Distributor,Genre,2017 Gross,Tickets Sold
294,Raw,"Mar 10, 2017",Focus World,Horror,"$514,870","57,399"
295,Shubh Mangal Saavdhan,"Sep 1, 2017",Eros Entertainment,Romantic Comedy,"$511,875","57,065"
296,Allied,"Nov 23, 2016",Paramount Pictures,Drama,"$499,123","55,643"
297,Breathe,"Oct 13, 2017",Bleecker Street,Drama,"$489,322","54,550"
298,Once Upon a Time,"Aug 11, 2017",Well Go USA,Drama,"$485,728","54,150"
299,Born to be Wild 3D,"Apr 8, 2011",Warner Bros.,Documentary,"$478,897","53,389"
300,Nocturnal Animals,"Nov 18, 2016",Focus Features,Thriller/Suspense,"$478,100","53,299"
301,Confidential Assignment,"Feb 3, 2017",CJ Entertainment,Action,"$475,618","53,023"
302,Beach Rats,"Aug 25, 2017",Neon,Drama,"$471,286","52,540"
303,Duckweed,"Feb 10, 2017",China Lion Film D…,Drama,"$469,706","52,364"
304,Phillauri,"Mar 24, 2017",FIP,Black Comedy,"$467,596","52,129"
305,Chasing the Dragon,"Sep 29, 2017",Well Go USA,Action,"$456,854","50,931"
306,Song to Song,"Mar 17, 2017",Broad Green Pictures,Drama,"$443,684","49,463"
307,Land of Mine,"Feb 10, 2017",Sony Pictures Cla…,Thriller/Suspense,"$434,640","48,454"
308,"Gentleman: Sundar, Susheel,…","Aug 25, 2017",FIP,Action,"$410,055","45,714"
309,"Love, Kennedy","Jun 2, 2017",Purdie Distribution,Drama,"$407,871","45,470"
310,Chasing Trane: The John Col…,"Apr 14, 2017",Abramorama Films,Documentary,"$406,284","45,293"
311,The Accountant,"Oct 14, 2016",Warner Bros.,Thriller/Suspense,"$403,349","44,966"
312,The Rocky Horror Picture Show,"Sep 26, 1975",20th Century Fox,Musical,"$400,000","44,593"
313,Rebel in the Rye,"Sep 8, 2017",IFC Films,Drama,"$378,294","42,173"
314,Kung Fu Yoga,"Jan 27, 2017",Well Go USA,Action,"$362,657","40,429"
315,Ok Jaanu,"Jan 13, 2017",FIP,Drama,"$355,922","39,679"
316,Long Strange Trip: The Unto…,"May 26, 2017",Abramorama Films,Documentary,"$351,957","39,237"
317,Pearl Jam: Let’s Play Two,"Sep 29, 2017",Abramorama Films,Concert/Perfor…,"$348,832","38,888"
318,This Is Not What I Expected,"May 5, 2017",Well Go USA,Comedy,"$337,670","37,644"
319,Letters from Baghdad,"Jun 2, 2017",Vitagraph Films,Documentary,"$336,223","37,483"
320,Island of Lemurs: Madagascar,"Apr 4, 2014",Warner Bros.,Documentary,"$334,245","37,263"
321,Chuck,"May 5, 2017",IFC Films,Action,"$322,005","35,897"
322,Citizen Jane: Battle for th…,"Apr 21, 2017",IFC Films,Documentary,"$313,411","34,939"
323,Obit,"Apr 26, 2017",Kino Lorber,Documentary,"$312,777","34,869"
324,City of Rock,"Oct 6, 2017",Well Go USA,Musical,"$312,537","34,842"
325,My Life as a Zucchini,"Feb 24, 2017",GKIDS,Adventure,"$309,768","34,533"
326,Tom of Finland,"Oct 13, 2017",Kino Lorber,Drama,"$308,887","34,435"
327,God’s Own Country,"Oct 25, 2017",Samuel Goldwyn Films,Drama,"$305,219","34,026"
328,Ittefaq,"Nov 3, 2017",Red Chillies Ente…,Thriller/Suspense,"$298,032","33,225"
329,Miss Peregrine’s Home for P…,"Sep 30, 2016",20th Century Fox,Adventure,"$297,697","33,188"
330,Buddies in India,"Jan 27, 2017",China Lion Film D…,Action,"$292,662","32,626"
331,I Do…Until I Don’t,"Sep 1, 2017",Film Arcade,Comedy,"$276,608","30,837"
332,After the Storm,"Mar 17, 2017",Film Movement,Drama,"$272,132","30,338"
333,Stalker,"May 5, 2017",Janus Films,Drama,"$268,101","29,888"
334,Storks,"Sep 23, 2016",Warner Bros.,Adventure,"$264,428","29,479"
335,Wakefield,"May 19, 2017",IFC Films,Drama,"$262,599","29,275"
336,"I, Daniel Blake","Jun 2, 2017",IFC Films,Drama,"$260,354","29,024"
337,Cézanne and I,"Mar 31, 2017",Magnolia Pictures,Drama,"$257,597","28,717"
338,Dean,"Jun 2, 2017",CBS Films,Comedy,"$254,536","28,376"
339,Gook,"Aug 18, 2017",Samuel Goldwyn Films,Drama,"$250,130","27,885"
340,Band Aid,"Jun 2, 2017",IFC Films,Comedy,"$248,370","27,688"
341,1945,"Nov 1, 2017",Menemsha Entertai…,Drama,"$243,701","27,168"
342,The Swindlers,"Dec 1, 2017",Well Go USA,Thriller/Suspense,"$241,916","26,969"
343,The Ottoman Lieutenant,"Mar 10, 2017",Paladin,Drama,"$240,978","26,864"
344,Crown Heights,"Aug 18, 2017",IFC Films,Drama,"$238,553","26,594"
345,Jeremiah Tower: The Last Ma…,"Apr 21, 2017",The Orchard,Documentary,"$228,153","25,435"
346,Loving,"Nov 4, 2016",Focus Features,Drama,"$227,626","25,376"
347,American Satan,"Oct 13, 2017",AMC Independent,Thriller/Suspense,"$226,232","25,220"
348,Rumble: The Indians who Roc…,"Jul 26, 2017",Kino Lorber,Documentary,"$225,177","25,103"
349,The Breadwinner,"Nov 17, 2017",GKIDS,Drama,"$220,307","24,560"
350,Railroad Tigers,"Jan 6, 2017",Well Go USA,Action,"$218,044","24,308"
351,All I See is You,"Oct 27, 2017",Open Road,Thriller/Suspense,"$217,644","24,263"
352,The Adventurers,"Aug 18, 2017",Well Go USA,Thriller/Suspense,"$216,556","24,142"
353,Truman,"Apr 7, 2017",FilmRise,Comedy,"$210,840","23,505"
354,Donnie Darko,"Jun 4, 2004",Newmarket Films,Drama,"$209,484","23,353"
355,The Prison,"Mar 31, 2017",Well Go USA,Action,"$207,481","23,130"
356,California Typewriter,"Aug 18, 2017",Gravitas Ventures,Documentary,"$200,379","22,338"
357,Risk,"May 5, 2017",Neon,Documentary,"$200,219","22,320"
358,Spark: A Space Tail,"Apr 14, 2017",Open Road,Adventure,"$196,458","21,901"
359,One Piece Film: Gold,"Jan 10, 2017",FUNimation,Action,"$190,859","21,277"
360,Whose Streets?,"Aug 11, 2017",Magnolia Pictures,Documentary,"$182,799","20,378"
361,Ex Files 3: Return of the Exes,"Dec 29, 2017",China Lion Film D…,Comedy,"$180,920","20,169"
362,The Bad Batch,"Jun 23, 2017",Neon,Horror,"$180,851","20,161"
363,Marjorie Prime,"Aug 18, 2017",FilmRise,Multiple Genres,"$180,608","20,134"
364,Hubble 3D,"Mar 19, 2010",Warner Bros.,Documentary,"$180,201","20,089"
365,Past Life,"Jun 2, 2017",Samuel Goldwyn Films,Thriller/Suspense,"$180,099","20,077"
366,Take Every Wave: The Life o…,"Sep 29, 2017",IFC Films,Documentary,"$176,160","19,638"
367,Graduation,"Apr 7, 2017",IFC Films,Drama,"$175,975","19,618"
368,Champion,"May 19, 2017",ArtAffects,Drama,"$175,232","19,535"
369,Mr. Gaga,"Feb 1, 2017",Abramorama Films,Documentary,"$173,994","19,397"
370,09-nov,"Sep 8, 2017",Atlas Distribution,Drama,"$172,000","19,175"
371,David Lynch: The Art Life,"Mar 31, 2017",Janus Films,Documentary,"$171,419","19,110"
372,Valley of Bones,"Sep 1, 2017",Smith Global Media,Western,"$166,552","18,567"
373,Polina,"Aug 25, 2017",Oscilloscope Pict…,Drama,"$165,203","18,417"
374,The Journey,"Jun 16, 2017",IFC Films,Drama,"$164,994","18,393"
375,Manifesto,"May 10, 2017",FilmRise,Drama,"$161,101","17,959"
376,Bombshell: The Hedy Lamarr …,"Nov 24, 2017",Zeitgeist,Documentary,"$156,011","17,392"
377,Three Generations,"May 5, 2017",Weinstein Co.,Drama,"$155,936","17,384"
378,13 Minutes,"Jun 30, 2017",Sony Pictures Cla…,Drama,"$155,897","17,379"
379,Ex Libris: The New York Pub…,"Sep 15, 2017",Zipporah,Documentary,"$151,356","16,873"
380,The Void,"Apr 7, 2017",Screen Media Films,Horror,"$151,042","16,838"
381,The Unknown Girl,"Sep 8, 2017",IFC Films,Drama,"$150,579","16,786"
382,Blade of the Immortal,"Nov 3, 2017",Magnolia Pictures,Action,"$150,532","16,781"
383,Restless Creature: Wendy Wh…,"May 23, 2017",Abramorama Films,Documentary,"$147,780","16,474"
384,The Last Dalai Lama?,"Jul 7, 2017",Matson,Documentary,"$145,513","16,222"
385,Chavela,"Oct 4, 2017",Music Box Films,Documentary,"$143,454","15,992"
386,A Man Called Ove,"Sep 30, 2016",Music Box Films,Comedy,"$143,309","15,976"
387,The Other Side of Hope,"Dec 1, 2017",Janus Films,Comedy,"$140,581","15,672"
388,Things to Come,"Dec 2, 2016",IFC Films,Drama,"$140,332","15,644"
389,The Fortress,"Oct 6, 2017",CJ Entertainment,Drama,"$138,486","15,438"
390,"Hare Krishna! The Mantra, T…","Jun 16, 2017",Abramorama Films,Documentary,"$133,006","14,827"
391,Dawson City: Frozen Time,"Jun 9, 2017",Kino Lorber,Documentary,"$132,369","14,756"
392,Thelma,"Nov 10, 2017",The Orchard,Drama,"$132,011","14,716"
393,Moka,"Jun 14, 2017",Film Movement,Drama,"$129,547","14,442"
394,City of Ghosts,"Jul 7, 2017",IFC Films,Documentary,"$128,015","14,271"
395,Marie Curie: The Courage of…,"Jun 30, 2017",Society Films,Drama,"$127,993","14,269"
396,The Handmaiden,"Oct 21, 2016",Magnolia Pictures,Drama,"$126,503","14,102"
397,The B-Side,"Jun 30, 2017",Neon,Documentary,"$125,227","13,960"
398,The Thousand Faces of Dunjia,"Dec 15, 2017",Well Go USA,Action,"$124,187","13,844"
399,Buena Vista Social Club - A…,"May 26, 2017",Broad Green Pictures,Documentary,"$123,445","13,761"
400,Jack Reacher: Never Go Back,"Oct 21, 2016",Paramount Pictures,Action,"$122,561","13,663"
401,Inferno,"Oct 28, 2016",Sony Pictures,Thriller/Suspense,"$121,923","13,592"
402,Explosion,"Nov 24, 2017",China Lion Film D…,Action,"$118,384","13,197"
403,Big Sonia,"Nov 17, 2017",Argot Pictures,Documentary,"$113,604","12,664"
404,"We Love You, Sally Carmichael","Aug 4, 2017",Purdie Distribution,Romantic Comedy,"$113,435","12,646"
405,Abacus: Small Enough to Jail,"May 19, 2017",PBS Distribution,Documentary,"$113,279","12,628"
406,The King’s Choice,"Sep 22, 2017",Samuel Goldwyn Films,Drama,"$113,231","12,623"
407,Slack Bay,"Apr 21, 2017",Kino Lorber,Comedy,"$112,481","12,539"
408,Our Time Will Come,"Jul 7, 2017",China Lion Film D…,Drama,"$111,584","12,439"
409,The Terkel in Trouble,"Mar 26, 2010",,Adventure,"$110,543","12,323"
410,Reset,"Jun 30, 2017",Well Go USA,Action,"$108,970","12,148"
411,Like Crazy,"May 5, 2017",Strand,Comedy,"$107,362","11,969"
412,Walking Out,"Oct 4, 2017",IFC Films,Thriller/Suspense,"$102,394","11,415"
413,The Lure,"Feb 1, 2017",Janus Films,Drama,"$101,657","11,332"
414,Tim Timmerman: Hope of America,"Mar 3, 2017",Purdie Distribution,Comedy,"$97,787","10,901"
415,I Called Him Morgan,"Mar 24, 2017",FilmRise,Documentary,"$97,711","10,893"
416,Poster Boys,"Sep 8, 2017",Sony Pictures,Comedy,"$97,049","10,819"
417,The Mayor,"Apr 28, 2017",Well Go USA,Drama,"$96,777","10,788"
418,Aida’s Secrets,"Oct 20, 2017",Music Box Films,Documentary,"$95,386","10,633"
419,Keep Watching,"Oct 31, 2017",Sony Pictures,Thriller/Suspense,"$94,178","10,499"
420,The Fencer,"Jul 21, 2017",CFI,Drama,"$94,157","10,496"
421,Sully,"Sep 9, 2016",Warner Bros.,Drama,"$93,698","10,446"
422,BPM (Beats per Minute),"Oct 20, 2017",The Orchard,Drama,"$92,627","10,326"
423,Memoir of a Murderer,"Sep 8, 2017",Well Go USA,Thriller/Suspense,"$91,335","10,182"
424,The King’s Case Note,"Apr 28, 2017",CJ Entertainment,Comedy,"$90,899","10,133"
425,Dina,"Oct 6, 2017",The Orchard,Documentary,"$90,491","10,088"
426,Because of Grácia,"Sep 15, 2017",ArtAffects,Drama,"$90,388","10,076"
427,Hostiles,"Dec 22, 2017",Entertainment Stu…,Western,"$85,745","9,559"
428,Warriors of the Dawn,"Jun 16, 2017",FIP,Drama,"$84,532","9,424"
429,Chapter & Verse,"Feb 3, 2017",Paladin,Drama,"$84,147","9,380"
430,Earth: One Amazing Day,"Oct 6, 2017",Atlas Distribution,Documentary,"$81,345","9,068"
431,The Nile Hilton Incident,"Aug 11, 2017",Strand,Thriller/Suspense,"$80,953","9,024"
432,Ocean Waves,"Dec 28, 2016",GKIDS,Drama,"$78,648","8,767"
433,Stefan Zweig: Farewell to E…,"May 12, 2017",First Run Features,Drama,"$78,373","8,737"
434,Pop Aye,"Jun 28, 2017",Kino Lorber,Drama,"$77,895","8,683"
435,Te Ata,"Sep 27, 2017",Paladin,Drama,"$73,236","8,164"
436,Buster’s Mal Heart,"Apr 28, 2017",Well Go USA,Thriller/Suspense,"$73,121","8,151"
437,Turn it Around: The Story o…,"May 31, 2017",Abramorama Films,Documentary,"$69,787","7,780"
438,Bill Nye: Science Guy,"Oct 27, 2017",PBS Distribution,Documentary,"$69,258","7,721"
439,My Entire High School Sinki…,"Apr 14, 2017",GKIDS,Adventure,"$68,883","7,679"
440,Alive and Kicking,"Apr 7, 2017",Magnolia Pictures,Documentary,"$68,485","7,634"
441,The Love Witch,"Nov 11, 2016",Oscilloscope Pict…,Comedy,"$68,147","7,597"
442,Architects of Denial,"Oct 6, 2017",Dada Films,Documentary,"$65,424","7,293"
443,Munna Michael,"Jul 21, 2017",Eros Entertainment,Action,"$64,949","7,240"
444,The Teacher,"Aug 30, 2017",Film Movement,Drama,"$64,437","7,183"
445,Happy End,"Dec 22, 2017",Sony Pictures Cla…,Drama,"$63,109","7,035"
446,The Tiger Hunter,"Sep 22, 2017",Shout! Factory,Comedy,"$62,398","6,956"
447,Almost Christmas,"Nov 11, 2016",Universal,Drama,"$62,380","6,954"
448,Tragedy Girls,"Oct 20, 2017",Gunpowder & Sky,Black Comedy,"$61,899","6,900"
449,Donald Cried,"Mar 3, 2017",The Orchard,Comedy,"$61,406","6,845"
450,Worlds Apart,"Jan 13, 2017",Cinema Libre,Drama,"$60,298","6,722"
451,Manolo: The Boy Who Made Sh…,"Sep 15, 2017",Music Box Films,Documentary,"$60,056","6,695"
452,Bang! The Bert Berns Story,"Apr 26, 2017",Abramorama Films,Documentary,"$59,300","6,610"
453,The Force,"Sep 15, 2017",Kino Lorber,Documentary,"$58,154","6,483"
454,The Boom,"Jun 16, 2017",Rialto Pictures,Comedy,"$57,308","6,388"
455,Bad Santa 2,"Nov 23, 2016",Broad Green Pictures,Comedy,"$56,403","6,287"
456,Fire at Sea,"Oct 21, 2016",Kino Lorber,Documentary,"$54,514","6,077"
457,God of War,"Jun 2, 2017",Well Go USA,Action,"$53,496","5,963"
458,The Paris Opera,"Oct 18, 2017",Film Movement,Documentary,"$52,716","5,876"
459,The Divine Order,"Oct 27, 2017",Kino Lorber,Drama,"$52,480","5,850"
460,My Journey Through French C…,"Jun 23, 2017",Cohen Media Group,Documentary,"$52,058","5,803"
461,The Brand New Testament,"Dec 9, 2016",Music Box Films,Comedy,"$51,982","5,795"
462,Beautiful Accident,"Jun 9, 2017",China Lion Film D…,Drama,"$51,766","5,771"
463,The Ornithologist,"Jun 23, 2017",Strand,Drama,"$50,511","5,631"
464,Keep Quiet,"Feb 17, 2017",Kino Lorber,Documentary,"$50,454","5,624"
465,From the Land of the Moon,"Jul 28, 2017",IFC Films,Drama,"$48,677","5,426"
466,Person to Person,"Jul 28, 2017",Magnolia Pictures,Drama,"$48,499","5,406"
467,Napping Princess,"Sep 8, 2017",GKIDS,Drama,"$48,198","5,373"
468,Window Horses,"Mar 10, 2017",Mongrel Media,Adventure,"$48,105","5,362"
469,Saving Banksy,"Jan 13, 2017",Parade Deck Films,Documentary,"$47,965","5,347"
470,Tampopo,"Oct 21, 2016",Janus Films,Comedy,"$46,784","5,215"
471,So B. It,"Oct 6, 2017",Good Deed Enterta…,Drama,"$46,006","5,128"
472,Film Stars Don’t Die in Liv…,"Dec 29, 2017",Sony Pictures Cla…,Drama,"$45,192","5,038"
473,The Death of Louis XIV,"Mar 31, 2017",Cinema Guild,Drama,"$43,635","4,864"
474,Tomorrow,"Apr 14, 2017",Under the Milky Way,Documentary,"$43,471","4,846"
475,Bluebeard,"Mar 17, 2017",Well Go USA,Drama,"$43,144","4,809"
476,Hermia & Helena,"May 26, 2017",Kino Lorber,Comedy,"$43,132","4,808"
477,Woodshock,"Sep 22, 2017",A24,Drama,"$42,469","4,734"
478,Some Like It Hot,"Jan 13, 2017",China Lion Film D…,Romantic Comedy,"$42,230","4,707"
479,One Week and a Day,"Apr 28, 2017",Oscilloscope Pict…,Drama,"$41,614","4,639"
480,Panic (1947) (Re-Release),"Jan 20, 2017",Rialto Pictures,Drama,"$41,569","4,634"
481,Seasons,"Nov 11, 2016",Music Box Films,Documentary,"$40,337","4,496"
482,Unrest,"Sep 22, 2017",Shella Films,Documentary,"$40,081","4,468"
483,The Commune,"May 19, 2017",Magnolia Pictures,Drama,"$38,737","4,318"
484,I am the Blues,"Jul 12, 2017",Film Movement,Documentary,"$37,849","4,219"
485,78/52: Hitchcock’s Shower S…,"Oct 13, 2017",IFC Films,Documentary,"$37,664","4,198"
486,A Woman’s Life,"May 5, 2017",Kino Lorber,Drama,"$37,626","4,194"
487,School Life,"Sep 8, 2017",Magnolia Pictures,Documentary,"$37,381","4,167"
488,"A Woman, A Part","Mar 22, 2017",Monument Releasing,Drama,"$36,838","4,106"
489,Growing up Smith,"Feb 3, 2017",Good Deed Enterta…,Comedy,"$35,312","3,936"
490,Sophie and the Rising Sun,"Jan 20, 2017",Monterey Media,Drama,"$34,630","3,860"
491,Rat Film,"Sep 15, 2017",Cinema Guild,Documentary,"$33,568","3,742"
492,Afterimage,"May 19, 2017",Film Movement,Drama,"$33,443","3,728"
493,Love & Taxes,"Mar 3, 2017",Abramorama Films,Romantic Comedy,"$33,150","3,695"
494,Alone in Berlin,"Jan 13, 2017",IFC Films,Drama,"$33,125","3,692"
495,Super Dark Times,"Sep 29, 2017",The Orchard,Thriller/Suspense,"$33,109","3,691"
496,Sidemen: Long Road to Glory,"Aug 18, 2017",Abramorama Films,Documentary,"$31,399","3,500"
497,7 Witches,"Apr 21, 2017",Indican Pictures,Horror,"$31,100","3,467"
498,The Hole,"Jun 28, 2017",Rialto Pictures,Thriller/Suspense,"$30,973","3,452"
499,XX,"Feb 17, 2017",Magnolia Pictures,Horror,"$30,911","3,446"
500,On the Beach at Night Alone,"Nov 17, 2017",Cinema Guild,Drama,"$30,683","3,420"
501,The Son of Joseph,"Jan 13, 2017",Kino Lorber,Drama,"$30,588","3,410"
502,No Greater Love,"Nov 10, 2017",Atlas Distribution,Documentary,"$30,531","3,403"
503,Dealt,"Oct 20, 2017",IFC Films,Documentary,"$30,414","3,390"
504,The Wound,"Aug 16, 2017",Kino Lorber,Drama,"$29,963","3,340"
505,Uncertain,"Mar 9, 2017",Lucid Inc,Documentary,"$29,736","3,315"
506,Quest,"Dec 1, 2017",First Run Features,Documentary,"$29,591","3,298"
507,Lemon,"Aug 18, 2017",Magnolia Pictures,Comedy,"$29,258","3,261"
508,False Confessions,"Jul 14, 2017",Big World Pictures,Drama,"$29,245","3,260"
509,In Pursuit of Silence,"Jun 23, 2017",Cinema Guild,Documentary,"$29,050","3,238"
510,Berlin Syndrome,"May 5, 2017",Vertical Entertai…,Thriller/Suspense,"$28,660","3,195"
511,Wait For Your Laugh,"Nov 3, 2017",Vitagraph Films,Documentary,"$28,548","3,182"
512,Brimstone & Glory,"Oct 27, 2017",Oscilloscope Pict…,Documentary,"$28,023","3,124"
513,Radio Dreams,"May 19, 2017",Matson,Comedy,"$27,836","3,103"
514,The Villainess,"Aug 25, 2017",Well Go USA,Action,"$27,741","3,092"
515,The Crime of Monsieur Lange,"Nov 17, 2017",Rialto Pictures,Comedy,"$27,474","3,062"
516,Ribbons,"Sep 22, 2017",Indican Pictures,Thriller/Suspense,"$26,872","2,995"
517,30 Years of Garbage: The Ga…,"Jul 28, 2017",Indican Pictures,Documentary,"$26,804","2,988"
518,The Untamed,"Jul 21, 2017",Strand,Drama,"$25,899","2,887"
519,Wasted! The Story of Food W…,"Oct 13, 2017",Super LTD,Documentary,"$25,865","2,883"
520,The Edge of Seventeen,"Nov 18, 2016",STX Entertainment,Drama,"$24,847","2,770"
521,The Marseille Trilogy,"Dec 30, 2016",Janus Films,Drama,"$24,787","2,763"
522,The Departure,"Oct 13, 2017",Matson,Documentary,"$24,661","2,749"
523,Naples ‘44,"Nov 29, 2017",First Run Features,Documentary,"$24,616","2,744"
524,Saving Brinton,"Sep 22, 2017",Barn Owl,Documentary,"$24,590","2,741"
525,Jasmine,"Jun 16, 2017",Indican Pictures,Horror,"$24,284","2,707"
526,Simple Creature,"Jul 28, 2017",Indican Pictures,Thriller/Suspense,"$23,918","2,666"
527,For Ahkeem,"Oct 13, 2017",Vitagraph Films,Documentary,"$23,136","2,579"
528,Finding Oscar,"Apr 14, 2017",FilmRise,Documentary,"$23,116","2,577"
529,Grace of Jake,"Feb 3, 2017",Indican Pictures,Drama,"$23,078","2,572"
530,My Scientology Movie,"Mar 10, 2017",Magnolia Pictures,Documentary,"$22,936","2,556"
531,The Recall,"Jun 2, 2017",Freestyle Releasing,Horror,"$22,233","2,478"
532,Twenty-Two,"Sep 8, 2017",China Lion Film D…,Documentary,"$22,222","2,477"
533,The Transfiguration,"Apr 7, 2017",Strand,Drama,"$21,926","2,444"
534,Paradise Club,"Sep 8, 2017",Indican Pictures,Drama,"$21,923","2,444"
535,Bending the Arc,"Oct 6, 2017",Abramorama Films,Documentary,"$21,906","2,442"
536,The Passion of Joan of Arc,"Nov 24, 2017",Janus Films,Drama,"$21,877","2,438"
537,The Girl Without Hands,"Jul 21, 2017",GKIDS,Adventure,"$21,787","2,428"
538,Whisky Galore,"May 12, 2017",Arrow Releasing,Romantic Comedy,"$21,551","2,402"
539,Trophy,"Sep 8, 2017",The Orchard,Documentary,"$21,439","2,390"
540,Massacre on Aisle 12,"Jan 27, 2017",Indican Pictures,Comedy,"$21,106","2,352"
541,A Beginner’s Guide to Snuff,"Jun 23, 2017",Indican Pictures,Black Comedy,"$21,031","2,344"
542,Man Underground,"Jul 14, 2017",Indican Pictures,Drama,"$20,907","2,330"
543,All These Sleepless Nights,"Apr 7, 2017",The Orchard,Documentary,"$20,762","2,314"
544,The Blackcoat’s Daughter,"Mar 31, 2017",A24,Horror,"$20,435","2,278"
545,RV: Resurrected Victims,"Oct 20, 2017",Well Go USA,Thriller/Suspense,"$20,371","2,271"
546,Better Watch Out,"Oct 6, 2017",Well Go USA,Horror,"$20,369","2,270"
547,Glory,"Apr 12, 2017",Film Movement,Drama,"$19,608","2,185"
548,Carrie Pilby,"Mar 31, 2017",The Orchard,Comedy,"$18,957","2,113"
549,"Léon Morin, Priest","Apr 17, 2009",,Drama,"$18,869","2,103"
550,Black Code,"Apr 14, 2017",Mongrel Media,Documentary,"$18,846","2,101"
551,The Man From Outer Space,"Sep 8, 2017",Indican Pictures,Drama,"$18,709","2,085"
552,Bobbi Jene,"Sep 22, 2017",Oscilloscope Pict…,Documentary,"$18,579","2,071"
553,All the Rage (Saved by Sarno),"Jun 23, 2017",Rumur,Documentary,"$18,489","2,061"
554,Burden,"May 5, 2017",Magnolia Pictures,Documentary,"$18,440","2,055"
555,Clash,"Aug 25, 2017",Kino Lorber,Drama,"$18,215","2,030"
556,Mansfield 66/67,"Oct 27, 2017",FilmBuff,Documentary,"$17,930","1,998"
557,The Last Shaman,"May 12, 2017",Abramorama Films,Documentary,"$17,744","1,978"
558,Bad Grandmas,"Nov 3, 2017",Parade Deck Films,Comedy,"$17,688","1,971"
559,Harmonium,"Jun 16, 2017",Film Movement,Drama,"$17,191","1,916"
560,Food Evolution,"Jun 23, 2017",Abramorama Films,Documentary,"$17,181","1,915"
561,The Queen of Katwe,"Sep 23, 2016",Walt Disney,Drama,"$17,078","1,903"
562,That Most Important Thing,"Jul 14, 2017",Rialto Pictures,Drama,"$16,976","1,892"
563,Le Fidèle,"Nov 21, 2017",Mongrel Media,Drama,"$16,429","1,831"
564,Mission Control: The Unsung…,"Apr 14, 2017",Gravitas Ventures,Documentary,"$16,405","1,828"
565,Kills on Wheels,"Oct 20, 2017",Kino Lorber,Drama,"$15,856","1,767"
566,Contemporary Color,"Mar 1, 2017",Oscilloscope Pict…,Concert/Perfor…,"$15,305","1,706"
567,Shot! The Psycho-Spiritual …,"Apr 7, 2017",Magnolia Pictures,Documentary,"$15,157","1,689"
568,Rebels on Pointe,"Nov 15, 2017",Icarus Films,Documentary,"$15,088","1,682"
569,Paradise,"Oct 6, 2017",Film Movement,Drama,"$14,873","1,658"
570,Vince Giordano: There’s a F…,"Jan 13, 2017",First Run Features,Documentary,"$14,807","1,650"
571,The Farthest,"Aug 11, 2017",Abramorama Films,Documentary,"$14,733","1,642"
572,The Beatles: Eight Days a W…,"Sep 16, 2016",Abramorama Films,Documentary,"$14,527","1,619"
573,Antarctica: Ice and Sky,"Jan 20, 2017",Music Box Films,Documentary,"$14,475","1,613"
574,Time to Die,"Sep 15, 2017",Film Movement,Western,"$14,278","1,591"
575,Brotherhood of Blades 2,"Dec 1, 2017",Well Go USA,Action,"$14,204","1,583"
576,Brave New Jersey,"Aug 4, 2017",Gravitas Ventures,Comedy,"$14,105","1,572"
577,Abracadabra,"Sep 15, 2017",Sony Pictures,Comedy,"$13,975","1,558"
578,After Love,"Aug 9, 2017",Distrib Films,Drama,"$13,621","1,518"
579,Legend of the Naga Pearls,"Aug 25, 2017",Well Go USA,Action,"$13,588","1,514"
580,Trafficked,"Oct 6, 2017",Epic Pictures Group,Drama,"$13,476","1,502"
581,"Intent to Destroy: Death, D…","Nov 10, 2017",Abramorama Films,Documentary,"$13,194","1,470"
582,Birdboy: The Forgotten Chil…,"Dec 15, 2017",GKIDS,Horror,"$13,157","1,466"
583,Taipei Story (1985),"Mar 17, 2017",Janus Films,Drama,"$12,897","1,437"
584,Junction 48,"Mar 3, 2017",The Orchard,Multiple Genres,"$12,795","1,426"
585,Heal,"Oct 20, 2017",Paladin,Documentary,"$12,668","1,412"
586,Song of Granite,"Nov 15, 2017",Oscilloscope Pict…,Drama,"$12,408","1,383"
587,The Magnificent Seven,"Sep 23, 2016",Sony Pictures,Western,"$12,402","1,383"
588,Heat and Dust,"Sep 15, 1983",Universal,Drama,"$12,227","1,363"
589,Seven Beauties,"Apr 14, 2017",Kino Lorber,Drama,"$11,962","1,333"
590,Porto,"Nov 17, 2017",Kino Lorber,Drama,"$11,763","1,311"
591,Staying Vertical,"Jan 20, 2017",Strand,Comedy,"$11,747","1,309"
592,Dead Awake,"May 12, 2017",FilmRise,Horror,"$11,528","1,285"
593,Sweet Virginia,"Nov 17, 2017",IFC Films,Thriller/Suspense,"$11,452","1,277"
594,Beside Bowie: The Mick Rons…,"Sep 1, 2017",Parade Deck Films,Documentary,"$11,400","1,270"
595,4 Days in France,"Aug 4, 2017",Cinema Guild,Drama,"$11,373","1,267"
596,Saigon Bodyguards,"Feb 3, 2017",CJ Entertainment,Action,"$11,314","1,261"
597,Ugetsu (1953) (Re-Release),"Mar 3, 2017",Janus Films,Drama,"$11,198","1,248"
598,Permanent,"Dec 15, 2017",Magnolia Pictures,Comedy,"$11,197","1,248"
599,Shadowman,"Dec 1, 2017",Film Movement,Documentary,"$11,142","1,242"
600,The Challenge,"Sep 8, 2017",Kino Lorber,Documentary,"$11,043","1,231"
601,Lovesong,"Feb 17, 2017",Strand,Drama,"$10,545","1,175"
602,Clarence,"Sep 1, 2017",Indican Pictures,Documentary,"$10,495","1,170"
603,In The Fade,"Dec 27, 2017",Magnolia Pictures,Drama,"$10,455","1,165"
