Rank,Movie,Release,Distributor,Genre,2011 Gross,Tickets Sold
289,Weekend,"Sep 23, 2011",IFC Films,Drama,"$484,592","61,109"
290,Queen to Play,"Apr 1, 2011",Zeitgeist,Romantic Comedy,"$478,710","60,366"
291,Detective Dee and The Myste…,"Sep 2, 2011",Indomina Releasing,Thriller/Suspense,"$474,754","59,868"
292,Pearl Jam Twenty,"Sep 20, 2011",Arts Alliance Ame…,Documentary,"$471,334","59,436"
293,Submarine,"Jun 3, 2011",Weinstein Co.,Comedy,"$467,602","58,966"
294,Jihne Mera Dil Luteya,"Jul 29, 2011",Viva Entertainment,Romantic Comedy,"$464,840","58,617"
295,Thank You,"Apr 8, 2011",UTV Communications,Romantic Comedy,"$463,540","58,453"
296,Circumstance,"Aug 26, 2011",Roadside Attractions,Drama,"$454,121","57,266"
297,No One Killed Jessica,"Jan 7, 2011",UTV Communications,Drama,"$442,036","55,742"
298,Frisson des Collines,"Apr 15, 2011",,Drama,"$434,589","54,803"
299,The Salvation Poem,"Oct 15, 2010",CanZion Films,,"$422,032","53,219"
300,Fair*Game,"Nov 5, 2010",Summit Entertainment,Drama,"$421,935","53,207"
301,Project Nim,"Jul 8, 2011",Roadside Attractions,Documentary,"$411,184","51,851"
302,The 5th Quarter,"Mar 25, 2011",Rocky Mountain Pi…,Drama,"$408,159","51,470"
303,Turtle: The Incredible Journey,"Jun 24, 2011",Hannover House,Documentary,"$391,942","49,425"
304,Faster,"Nov 24, 2010",CBS Films,Action,"$383,150","48,316"
305,Hesher,"May 13, 2011",Wrekin Hill Enter…,Drama,"$382,946","48,290"
306,Miral,"Mar 25, 2011",Weinstein Co.,Drama,"$377,014","47,542"
307,MOOZ-lum,"Feb 11, 2011",Peace Film LLC,Drama,"$362,239","45,679"
308,Le Havre,"Oct 21, 2011",Janus Films,Drama,"$358,706","45,234"
309,Poetry,"Feb 11, 2011",Kino International,Drama,"$356,149","44,911"
310,The Princess of Montpensier,"Apr 15, 2011",IFC Films,Drama,"$352,428","44,442"
311,Extremely Loud and Incredib…,"Dec 25, 2011",Warner Bros.,Drama,"$352,417","44,441"
312,Singham,"Jul 22, 2011",Reliance Big Pict…,Drama,"$350,864","44,245"
313,Carnage,"Dec 16, 2011",Sony Pictures Cla…,Drama,"$348,605","43,960"
314,Arthur et la vengeance de M…,"Feb 25, 2011",Alliance Atlantis,Adventure,"$347,136","43,775"
315,The First Grader,"May 13, 2011",National Geograph…,Drama,"$332,306","41,904"
316,Super,"Apr 1, 2011",IFC Films,Black Comedy,"$327,716","41,326"
317,Bbuddah: Hoga Tera Baap,"Jul 1, 2011",,,"$326,011","41,111"
318,Dharti,"Apr 22, 2011",Viva Entertainment,Drama,"$317,505","40,038"
319,L'Amour Fou,"May 13, 2011",IFC Films,Documentary,"$312,494","39,407"
320,Galapagos,"Oct 29, 1999",IMAX Films,Documentary,"$311,275","39,252"
321,Despicable Me,"Jul 9, 2010",Universal,Adventure,"$310,760","39,188"
322,Winter's Bone,"Jun 11, 2010",Roadside Attractions,Drama,"$285,995","36,064"
323,Saat Khoon Maaf ,"Feb 18, 2011",UTV Communications,,"$274,329","34,593"
324,The Black Power Mixtape: 19…,"Sep 9, 2011",IFC Films,Documentary,"$273,749","34,521"
325,The Concert,"Jul 30, 2010",Weinstein Co.,Drama,"$268,023","33,798"
326,Conan O'Brien Can't Stop,"Jun 24, 2011",Abramorama Films,Documentary,"$267,965","33,791"
327,Munger Road,"Sep 30, 2011",Freestyle Releasing,Thriller/Suspense,"$266,688","33,630"
328,The Mill and the Cross,"Sep 14, 2011",Kino Lorber,Drama,"$264,873","33,401"
329,Phil Ochs: There but for Fo…,"Jan 5, 2011",First Run Features,Documentary,"$263,723","33,256"
330,Sea Monsters: A Prehistoric…,"Oct 5, 2007",National Geograph…,Documentary,"$262,465","33,097"
331,Rascals,"Oct 7, 2011",Eros Entertainment,,"$261,156","32,932"
332,The Music Never Stopped,"Mar 18, 2011",Roadside Attractions,Drama,"$258,538","32,602"
333,All Good Things,"Dec 3, 2010",Magnolia Pictures,Drama,"$258,373","32,581"
334,PASSIONE: A Musical Adventure,"Jun 22, 2011",Abramorama Films,Documentary,"$258,222","32,562"
335,Troll Hunter,"Jun 10, 2011",Magnet Pictures,Horror,"$253,444","31,960"
336,Life in a Day,"Jul 24, 2011",National Geograph…,Documentary,"$252,788","31,877"
337,Morning Glory,"Nov 10, 2010",Paramount Pictures,Comedy,"$251,756","31,747"
338,My Perestroika,"Mar 23, 2011",International Fil…,Documentary,"$242,706","30,606"
339,Tanu Weds Manu,"Feb 25, 2011",Viva Entertainment,Comedy,"$240,020","30,267"
340,The Interrrupers,"Jul 29, 2011",Cinema Guild,Documentary,"$236,957","29,881"
341,Being Elmo: A Puppeteer's J…,"Oct 21, 2011",Submarine Deluxe,Documentary,"$236,939","29,878"
342,Gainsbourg: A Heroic Life,"Aug 31, 2011",Music Box Films,Drama,"$230,767","29,100"
343,Brighton Rock,"Aug 26, 2011",IFC Films,Drama,"$229,653","28,960"
344,Tucker & Dale vs. Evil,"Sep 30, 2011",Magnet Pictures,Black Comedy,"$223,838","28,226"
345,Into the Abyss,"Nov 11, 2011",IFC Films,Documentary,"$223,340","28,164"
346,HappyThankYouMorePlease,"Mar 4, 2011",Anchor Bay Entert…,Romantic Comedy,"$216,110","27,252"
347,The Afflicted,"Oct 28, 2011",Nocturnal Features,Horror,"$212,940","26,852"
348,Winston Churchill: Walking …,"Oct 29, 2010",Moriah Films,Documentary,"$212,601","26,809"
349,Ip Man 2: Legend of the Gra…,"Jan 28, 2011",Variance Films,Action,"$205,675","25,936"
350,The Wildest Dream,"Apr 30, 2010",National Geograph…,Documentary,"$203,839","25,704"
351,Queen of the Sun,"Sep 17, 2010",Collective Eye,Documentary,"$203,100","25,611"
352,"Filth to Ashes, Flesh to Dust","Sep 30, 2011",Nocturnal Features,Horror,"$196,147","24,734"
353,El Bulli: Cooking in Progress,"Jul 27, 2011",Alive Mind,Documentary,"$196,127","24,732"
354,Blackthorn,"Oct 7, 2011",Magnolia Pictures,Western,"$186,660","23,538"
355,Bol,"Aug 31, 2011",Eros Entertainment,Drama,"$186,410","23,506"
356,Uncle Boonmee,"Mar 2, 2011",Strand,Drama,"$184,292","23,239"
357,JIG,"Jun 17, 2011",Screen Media Films,Documentary,"$183,790","23,176"
358,Rien a declarer,"Aug 26, 2011",Entertainment One,Comedy,"$182,295","22,988"
359,Amigo,"Aug 19, 2011",Variance Films,Drama,"$180,582","22,772"
360,Go For It!,"May 13, 2011",Lionsgate,Drama,"$180,237","22,728"
361,American: The Bill Hicks Story,"Apr 8, 2011",Variance Films,Documentary,"$174,796","22,042"
362,The Man Nobody Knew: In Sea…,"Sep 23, 2011",First Run Features,Documentary,"$170,888","21,549"
363,Bellflower,"Aug 5, 2011",Oscilloscope Pict…,Action,"$168,226","21,213"
364,The Greatest Miracle,"Oct 14, 2011",KKM Enterprises,Drama,"$166,573","21,005"
365,The Last Godfather,"Apr 1, 2011",Roadside Attractions,Comedy,"$164,247","20,712"
366,Restless,"Sep 16, 2011",Sony Pictures Cla…,Drama,"$163,753","20,649"
367,The Happiness of Others,"Oct 7, 2011",Entertainment One,Romantic Comedy,"$162,303","20,466"
368,Pastorela,"Dec 2, 2011",Lionsgate,Comedy,"$161,194","20,327"
369,The Housemaid,"Jan 21, 2011",IFC Films,Thriller/Suspense,"$157,961","19,919"
370,A Good Old Fashioned Orgy,"Sep 2, 2011",Samuel Goldwyn Films,Comedy,"$154,604","19,496"
371,Millénium 3 - La reine du p…,"Apr 30, 2010",Alliance Atlantis,Thriller/Suspense,"$154,599","19,495"
372,Magic Trip,"Aug 5, 2011",Magnolia Pictures,Documentary,"$154,521","19,485"
373,Decisions,"May 13, 2011",Self Distributed,Drama,"$153,280","19,329"
374,The Four Times,"Mar 30, 2011",Lorber Films,Drama,"$152,530","19,234"
375,Sex and Zen: Extreme Ecstasy,"Aug 12, 2011",China Lion Film D…,Comedy,"$152,365","19,213"
376,Beginning of the Great Revival,"Jun 24, 2011",China Lion Film D…,Drama,"$151,305","19,080"
377,Revenge of the Electric Car,"Oct 14, 2011",Mongrel Media,Documentary,"$150,886","19,027"
378,Gun Hill Road,"Aug 5, 2011",Motion Film Group,Drama,"$148,994","18,788"
379,Thunder Soul,"Sep 23, 2011",Roadside Attractions,Documentary,"$143,986","18,157"
380,Nostalgia for the Light,"Mar 18, 2011",Icarus Films,Documentary,"$142,285","17,942"
381,Human Centipede 2: The Full…,"Oct 7, 2011",IFC Films,Horror,"$141,877","17,891"
382,Eames: The Architect and th…,"Nov 18, 2011",First Run Features,Documentary,"$139,813","17,630"
383,Dil Toh Baccha Hai Ji,"Jan 28, 2011",Viva Entertainment,Comedy,"$139,770","17,625"
384,Cold Weather,"Feb 4, 2011",IFC Films,Thriller/Suspense,"$138,755","17,497"
385,Labios Rojos,"Oct 14, 2011",Lionsgate,Comedy,"$136,163","17,170"
386,1911,"Oct 7, 2011",Variance Films,Drama,"$135,739","17,117"
387,"Life, Above All","Jul 15, 2011",Sony Pictures Cla…,Drama,"$134,078","16,907"
388,Evangelion: 2.0 You Can (No…,"Jan 21, 2011",Eleven Arts,Multiple Genres,"$133,640","16,852"
389,Game,"Apr 1, 2011",Eros Entertainment,Action,"$132,035","16,650"
390,I Saw the Devil,"Mar 4, 2011",Magnet Pictures,Thriller/Suspense,"$129,210","16,293"
391,Legend of the Guardians: Th…,"Sep 24, 2010",Warner Bros.,Adventure,"$125,490","15,825"
392,The Bang Bang Club,"May 6, 2011",TriBeca Films,Drama,"$124,791","15,736"
393,What Women Want,"Feb 3, 2011",China Lion Film D…,Comedy,"$123,527","15,577"
394,Last Mountain The,"Jun 3, 2011",Dada Films,Documentary,"$122,959","15,505"
395,City of Life and Death,"May 11, 2011",Kino International,Drama,"$122,558","15,454"
396,Jackass 3D,"Oct 15, 2010",Paramount Pictures,Documentary,"$120,275","15,167"
397,Trust,"Apr 1, 2011",Alchemy,Drama,"$120,016","15,134"
398,Kaboom,"Jan 28, 2011",IFC Films,Comedy,"$118,919","14,996"
399,Inni,"Sep 27, 2011",Cinema Purgatorio,Concert/Perfor…,"$117,548","14,823"
400,The Big Uneasy,"Aug 30, 2010",Self Distributed,Documentary,"$116,698","14,716"
401,Blank City,"Apr 6, 2011",Insurgent Media,Documentary,"$116,037","14,632"
402,Vision,"Oct 13, 2010",Zeitgeist,Drama,"$115,591","14,576"
403,35 and Ticking,"May 20, 2011",Image Entertainment,Romantic Comedy,"$113,804","14,351"
404,Last Night,"May 6, 2011",TriBeca Films,Drama,"$112,087","14,134"
405,Mysteries of Lisbon,"Aug 5, 2011",Music Box Films,Thriller/Suspense,"$110,507","13,935"
406,Tiny Furniture,"Nov 12, 2010",IFC Films,Comedy,"$104,967","13,236"
407,Henry's Crime,"Apr 8, 2011",Motion Pictures F…,Comedy,"$102,541","12,930"
408,Young Goethe in Love,"Nov 4, 2011",Music Box Films,Drama,"$101,237","12,766"
409,Rubber,"Apr 1, 2011",Magnet Pictures,Black Comedy,"$100,370","12,656"
410,Rejoice and Shout,"Jun 3, 2011",Magnolia Pictures,Documentary,"$100,237","12,640"
411,The Undefeated,"Jul 15, 2011",Cinedigm,Documentary,"$100,085","12,621"
412,The Double,"Oct 28, 2011",Image Entertainment,Thriller/Suspense,"$99,612","12,561"
413,The Warrior's Way,"Dec 3, 2010",Relativity,Western,"$97,039","12,236"
414,A Little Help,"Jul 22, 2011",Freestyle Releasing,Comedy,"$96,868","12,215"
415,Tomboy,"Nov 16, 2011",Rocket Releasing,Drama,"$96,159","12,125"
416,My Dog Tulip,"Sep 1, 2010",New Yorker,Drama,"$95,316","12,019"
417,Paranormal Activity 2,"Oct 22, 2010",Paramount Pictures,Horror,"$92,259","11,634"
418,Evil Bong 3,"Apr 9, 2011",Full Moon Features,Comedy,"$91,260","11,508"
419,The Man Who Fell to Earth,"Jun 24, 2011",Rialto Pictures,Drama,"$89,026","11,226"
420,Exporting Raymond,"Apr 29, 2011",Samuel Goldwyn Films,Documentary,"$87,727","11,062"
421,Vidal Sassoon The Movie,"Feb 11, 2011",Phase 4 Films,Documentary,"$85,974","10,841"
422,Carancho,"Feb 11, 2011",Strand,Drama,"$85,526","10,785"
423,Elite Squad: The Enemy Within,"Nov 11, 2011",Variance Films,Action,"$85,503","10,782"
424,Waste Land,"Oct 29, 2010",Arthouse Films,Documentary,"$85,262","10,751"
425,Pariah,"Dec 28, 2011",Focus Features,Drama,"$84,986","10,717"
426,The Robber,"Feb 3, 2011",,Drama,"$83,259","10,499"
427,Oy Vey! My Son is Gay!,"Dec 24, 2010",,,"$81,929","10,331"
428,Inkubus,"Oct 28, 2011",Screen Media Films,Horror,"$81,600","10,290"
429,True Legend,"May 13, 2011",Indomina Releasing,Action,"$80,096","10,100"
430,Circo,"Apr 1, 2011",First Run Features,Documentary,"$77,466","9,768"
431,Beautiful Boy,"Jun 3, 2011",Anchor Bay Entert…,Drama,"$77,247","9,741"
432,Chalo Dilli,"May 6, 2011",Eros Entertainment,,"$72,486","9,140"
433,Kings of Pastry,"Sep 15, 2010",First Run Features,Documentary,"$71,904","9,067"
434,Evidence of a Haunting,"Aug 26, 2011",Nocturnal Features,Horror,"$71,834","9,058"
435,The Tree,"Jul 15, 2011",Zeitgeist,Drama,"$71,158","8,973"
436,Hausu,"Jan 15, 2010",Janus Films,Horror,"$69,650","8,783"
437,The Warring States,"Apr 22, 2011",China Lion Film D…,Drama,"$68,961","8,696"
438,Heartbeats,"Jun 11, 2010",,Drama,"$68,723","8,666"
439,Four Lions,"Nov 5, 2010",Drafthouse Films,Black Comedy,"$67,871","8,558"
440,Puncture,"Sep 23, 2011",Alchemy,Drama,"$67,071","8,457"
441,A Beautiful Life,"May 20, 2011",China Lion Film D…,Drama,"$66,171","8,344"
442,Shaolin,"Sep 9, 2011",Variance Films,Action,"$66,099","8,335"
443,Snowmen,"Oct 21, 2011",ARC Entertainment,Drama,"$66,000","8,322"
444,Get Low,"Jul 30, 2010",Sony Pictures Cla…,,"$65,445","8,252"
445,Bhutto,"Dec 3, 2010",First Run Features,Documentary,"$65,239","8,226"
446,Battle of the Brides,"May 6, 2011",Variance Films,Comedy,"$64,572","8,142"
447,The Human Resources Manager ,"Mar 4, 2011",Film Movement,Drama,"$64,014","8,072"
448,Summer Wars,"Dec 24, 2010",GKIDS,Adventure,"$62,559","7,888"
449,Trigun: Badlands Rumble,"Jul 8, 2011",Eleven Arts,Action,"$62,027","7,821"
450,Queen of the Lot,"Nov 19, 2010",Rainbow Releasing,Drama,"$61,908","7,806"
451,If A Tree Falls: The Story …,"Jun 22, 2011",Oscilloscope Pict…,Drama,"$61,794","7,792"
452,Viva Riva,"Jun 10, 2011",Music Box Films,Thriller/Suspense,"$61,759","7,788"
453,Une vie qui commence,"Jan 21, 2011",Alliance Vivafilm,Drama,"$61,337","7,734"
454,The Whale,"Sep 9, 2011",Paladin,Documentary,"$61,120","7,707"
455,How to Live Forever,"May 13, 2011",Variance Films,Documentary,"$60,630","7,645"
456,Limelight,"Sep 23, 2011",Magnolia Pictures,Documentary,"$60,335","7,608"
457,Crime after Crime,"Jul 1, 2011",Life Sentence Fil…,Documentary,"$60,291","7,602"
458,3,"Sep 16, 2011",Strand,Drama,"$59,774","7,537"
459,A Separation,"Dec 30, 2011",Sony Pictures Cla…,Drama,"$59,481","7,500"
460,White Material ,"Nov 19, 2010",IFC Films,Drama,"$57,692","7,275"
461,Finding Joe,"Sep 30, 2011",Balcony Releasing,Documentary,"$55,518","7,001"
462,Into Eternity,"Feb 2, 2011",International Fil…,Documentary,"$55,366","6,981"
463,The Other F Word,"Nov 2, 2011",Oscilloscope Pict…,Documentary,"$53,714","6,773"
464,Dirty Girl,"Oct 7, 2011",Weinstein Co.,Drama,"$53,630","6,762"
465,Farmageddon,"Jun 17, 2011",Kristin Marie Pro…,Documentary,"$53,256","6,715"
466,For Colored Girls,"Nov 5, 2010",Lionsgate,Drama,"$52,924","6,673"
467,"!Women, Art, Revolution","Jun 1, 2011",Zeitgeist,Documentary,"$52,681","6,643"
468,My Reincarnation,"Oct 28, 2011",Long Shot Factory,Documentary,"$51,742","6,524"
469,Battleship Potemkin ,"Jan 14, 2011",Kino International,Drama,"$50,526","6,371"
470,Legend of the Fist: The Ret…,"Apr 22, 2011",Variance Films,Action,"$50,433","6,359"
471,In The Land of Blood and Honey,"Dec 23, 2011",FilmDistrict,Drama,"$49,142","6,196"
472,Orgasm Inc,"Feb 11, 2011",First Run Features,Documentary,"$49,001","6,179"
473,The Perfect Host,"Jul 1, 2011",Magnolia Pictures,Thriller/Suspense,"$48,764","6,149"
474,Marwencol,"Oct 8, 2010",,Documentary,"$48,744","6,146"
475,Putty Hill,"Feb 18, 2011",Cinema Guild,Drama,"$48,644","6,134"
476,Lebanon Pa.,"Apr 29, 2011",Truly Indie,Drama,"$48,381","6,101"
477,"The Butcher, the Chef and t…","Mar 18, 2011",China Lion Film D…,Comedy,"$47,897","6,039"
478,What If...,"Aug 20, 2010",Five & Two Pictures,Drama,"$47,362","5,972"
479,Pianomania,"May 27, 2011",First Run Features,Documentary,"$47,328","5,968"
480,Alabama Moon,"Mar 18, 2011",Faulkner-McLean E…,Adventure,"$47,305","5,965"
481,Margaret,"Sep 30, 2011",Fox Searchlight,Drama,"$47,185","5,950"
482,Journal d'un curé de campagne,"Feb 25, 2011",Rialto Pictures,Drama,"$46,979","5,924"
483,Connected: An Autobiography…,"Sep 16, 2011",Paladin,Documentary,"$46,782","5,899"
484,The Woodmans,"Jan 19, 2011",Lorber Films,Documentary,"$46,623","5,879"
485,The Tempest,"Dec 10, 2010",Miramax,Drama,"$46,310","5,839"
486,Every Day,"Jan 14, 2011",Image Entertainment,Drama,"$46,029","5,804"
487,Tees Maar Khan,"Dec 22, 2010",UTV Communications,Comedy,"$45,764","5,770"
488,Rapt,"Jul 6, 2011",Lorber Films,Drama,"$45,759","5,770"
489,Texas Killing Fields,"Oct 14, 2011",Anchor Bay Entert…,Thriller/Suspense,"$45,470","5,733"
490,Happy Happy,"Sep 16, 2011",Magnolia Pictures,Drama,"$45,154","5,694"
491,Magnificent Desolation,"Sep 23, 2005",IMAX Films,Documentary,"$44,582","5,621"
492,Undertow,"Sep 17, 2010",The Film Collabor…,Drama,"$44,462","5,606"
493,Desert Flower,"Mar 18, 2011",National Geograph…,Drama,"$44,348","5,592"
494,Crazy Wisdom,"Nov 25, 2011",Alive Mind,Documentary,"$43,742","5,516"
495,Love Etc.,"Jul 1, 2011",,Documentary,"$43,593","5,497"
496,Over Your Cities Grass Will…,"Aug 10, 2011",Alive Mind,Documentary,"$43,214","5,449"
497,Public Speaking,"Feb 23, 2011",Rialto Pictures,Documentary,"$43,184","5,445"
498,People v. The State of Illu…,"Sep 9, 2011",Self Distributed,Documentary,"$42,202","5,321"
499,Down for Life,"Jan 14, 2011",B.D. Fox Independent,Drama,"$41,914","5,285"
500,The Conquest,"Nov 11, 2011",Music Box Films,Drama,"$41,130","5,186"
501,Myth of the American Sleepover,"Jul 22, 2011",IFC Films,Drama,"$41,045","5,176"
502,"Arrow, the Ultimate Weapon","Oct 14, 2011",CJ Entertainment,Action,"$40,685","5,130"
503,The Last Circus,"Aug 19, 2011",Magnolia Pictures,Black Comedy,"$40,548","5,113"
504,CornerStore,"Aug 12, 2011",Shotown Pictures,Comedy,"$40,508","5,108"
505,Louder Than A Bomb,"May 18, 2011",Balcony Releasing,Documentary,"$40,362","5,089"
506,Road to Nowhere,"Jun 10, 2011",Monterey Media,Thriller/Suspense,"$40,294","5,081"
507,Empire of Silver ,"Jun 3, 2011",China Lion Film D…,Drama,"$40,052","5,050"
508,Went the Day Well,"May 20, 2011",Rialto Pictures,Thriller/Suspense,"$39,523","4,983"
509,3 Backyards,"Mar 11, 2011",Screen Media Films,Drama,"$39,475","4,977"
510,The Strange Case of Angelica,"Dec 31, 2010",Cinema Guild,Drama,"$38,996","4,917"
511,When Harry Tries to Marry,"Apr 22, 2011",108 Pics,Romantic Comedy,"$38,261","4,824"
512,The Snows of Kilimanjaro,"Dec 9, 2011",Mongrel Media,Drama,"$38,246","4,822"
513,Where Soldiers Come From,"Sep 9, 2011",International Fil…,Documentary,"$38,151","4,810"
514,11/11/2011,"Nov 11, 2011",Rocket Releasing,Horror,"$38,100","4,804"
515,Summer,"Jun 9, 2011",The Film Desk,Drama,"$37,804","4,767"
516,A Somewhat Gentle Man,"Jan 14, 2011",Strand,Black Comedy,"$37,743","4,759"
517,Sleeping Beauty,"Dec 2, 2011",IFC Films,Drama,"$37,710","4,755"
518,Fireflies in the Garden,"Oct 14, 2011",,Drama,"$36,884","4,651"
519,Granito: How to Nail a Dict…,"Sep 14, 2011",Skylight Pictures,Documentary,"$36,738","4,632"
520,Dogtooth,"Jun 25, 2010",Kino International,Drama,"$36,399","4,590"
521,Da Wu Sheng (My Kingdom),"Sep 9, 2011",China Lion Film D…,Drama,"$35,986","4,537"
522,Hell and Back Again,"Oct 5, 2011",Docurama,Documentary,"$34,637","4,367"
523,Hereafter,"Oct 22, 2010",Warner Bros.,Drama,"$34,355","4,332"
524,Love in Space,"Sep 9, 2011",China Lion Film D…,Romantic Comedy,"$33,976","4,284"
525,Making the Boys,"Mar 11, 2011",First Run Features,Documentary,"$33,833","4,266"
526,Tamara Drewe,"Oct 8, 2010",Sony Pictures Cla…,Comedy,"$33,752","4,256"
527,Stake Land,"Apr 22, 2011",IFC Films,Horror,"$33,245","4,192"
528,American Teacher,"Sep 30, 2011",First Run Features,Documentary,"$33,144","4,179"
529,Meet Monica Velour,"Apr 8, 2011",Anchor Bay Entert…,Comedy,"$33,042","4,166"
530,Film Socialisme,"Jun 3, 2011",Lorber Films,Drama,"$32,977","4,158"
531,The Time That Remains,"Jan 7, 2011",IFC Films,Drama,"$32,869","4,145"
532,Octubre,"May 6, 2011",New Yorker,Comedy,"$32,127","4,051"
533,"HEY BOO: Harper Lee and ""To…","May 13, 2011",First Run Features,Documentary,"$31,135","3,926"
534,Small Town Murder Songs,"May 27, 2011",Monterey Media,Thriller/Suspense,"$31,133","3,925"
535,White Irish Drinkers ,"Mar 25, 2011",IFC Films,Drama,"$31,056","3,916"
536,The Son of No One,"Nov 4, 2011",Anchor Bay Entert…,Drama,"$30,680","3,868"
537,Outrage,"Dec 2, 2011",Magnolia Pictures,Drama,"$30,440","3,838"
538,Muran,"Sep 30, 2011",UTV Communications,Action,"$30,116","3,797"
539,Cat Run,"Apr 1, 2011",Paladin,Comedy,"$30,100","3,795"
540,Cracks,"Mar 18, 2011",IFC Films,Drama,"$29,683","3,743"
541,Redemption Road,"Aug 26, 2011",Freestyle Releasing,Drama,"$29,384","3,705"
542,The Topp Twins: Untouchable…,"May 13, 2011",Argot Pictures,Documentary,"$29,200","3,682"
543,Cost of a Soul,"May 20, 2011",Relativity,Drama,"$29,000","3,656"
544,Chasing Madoff,"Aug 26, 2011",Cohen Media Group,Documentary,"$28,850","3,638"
545,The Sleeping Beauty,"Jul 8, 2011",Strand,Drama,"$28,791","3,630"
546,Salvation Boulevard,"Jul 15, 2011",IFC Films,Comedy,"$28,004","3,531"
547,"Tuesday, After Christmas","May 25, 2011",Lorber Films,Drama,"$27,813","3,507"
548,Khodorkovsky,"Nov 30, 2011",Kino Lorber,Documentary,"$27,718","3,495"
549,Animal Kingdom,"Aug 13, 2010",Sony Pictures Cla…,Drama,"$27,622","3,483"
550,The Autobiography of Nicola…,"Sep 9, 2011",The Film Desk,Documentary,"$27,556","3,474"
551,Clash,"Mar 11, 2011",Variance Films,Action,"$27,052","3,411"
552,Forks Over Knives,"May 6, 2011",Monica Beach Media,Documentary,"$27,000","3,404"
553,Enemies of the People,"Jul 30, 2010",International Fil…,Documentary,"$26,708","3,367"
554,Caesar and Otto's Summer Ca…,"Sep 16, 2011",Nocturnal Features,Comedy,"$25,844","3,259"
555,Howl,"Sep 24, 2010",Oscilloscope Pict…,Drama,"$25,522","3,218"
556,Waiting for Forever,"Feb 4, 2011",Freestyle Releasing,Romantic Comedy,"$25,517","3,217"
557,The Other Woman,"Feb 4, 2011",IFC Films,Comedy,"$25,423","3,206"
558,Bonnie & Clyde vs. Dracula ,"Mar 11, 2011",Indican Pictures,Action,"$25,027","3,155"
559,Paul Goodman Changed My Life,"Oct 19, 2011",Zeitgeist,Documentary,"$25,020","3,155"
560,Harvest,"May 6, 2011",Monterey Media,Drama,"$24,657","3,109"
561,Immigration Tango,"Feb 18, 2011",Roadside Attractions,Comedy,"$24,554","3,096"
562,Bereavement,"Mar 4, 2011",,Horror,"$24,400","3,076"
563,Vincent Wants to Sea,"Jun 24, 2011",Corinth Films ,Drama,"$24,377","3,074"
564,Shut Up Little Man! An Audi…,"Aug 26, 2011",TriBeca Films,Documentary,"$23,901","3,013"
565,Jane's Journey,"Sep 16, 2011",First Run Features,Documentary,"$23,746","2,994"
566,Nine Nation Animation,"Sep 29, 2010",The World Accordi…,Multiple Genres,"$22,731","2,866"
567,Vanishing on Seventh Street,"Feb 18, 2011",Magnet Pictures,Thriller/Suspense,"$22,729","2,866"
568,Black Death,"Mar 11, 2011",Magnet Pictures,Horror,"$22,554","2,844"
569,Ceremony,"Apr 8, 2011",Magnolia Pictures,Romantic Comedy,"$22,270","2,808"
570,Bheja Fry 2,"Jun 17, 2011",,Comedy,"$22,266","2,807"
571,Garbo: The Spy,"Nov 18, 2011",First Run Features,Documentary,"$22,233","2,803"
572,All’s Faire in Love,"Oct 28, 2011",Hannover House,Romantic Comedy,"$22,180","2,796"
573,Answers to Nothing,"Dec 2, 2011",Roadside Attractions,Drama,"$22,049","2,780"
574,Incendiary: The Willingham …,"Sep 23, 2011",Truly Indie,Documentary,"$21,882","2,759"
575,The Arbor,"Apr 27, 2011",Strand,Documentary,"$21,610","2,725"
576,Monogamy,"Mar 11, 2011",Oscilloscope Pict…,Drama,"$21,527","2,714"
577,Night Catches Us,"Dec 3, 2010",Magnolia Pictures,Drama,"$21,271","2,682"
578,Rare Exports: A Christmas Tale,"Dec 3, 2010",Oscilloscope Pict…,Comedy,"$20,917","2,637"
579,Cameraman: The Life and Wor…,"May 13, 2011",Strand,Documentary,"$20,840","2,627"
580,Griff the Invisible,"Aug 19, 2011",Indomina Releasing,Romantic Comedy,"$20,778","2,620"
581,Resurrect Dead: The Mystery…,"Sep 2, 2011",Argot Pictures,Documentary,"$20,726","2,613"
582,The Bride Wore Black,"Nov 4, 2011",Film Forum,Drama,"$20,654","2,605"
583,The Genesis Code,"Aug 25, 2010",America Saga Rele…,Drama,"$20,300","2,559"
584,Brotherhood,"Feb 18, 2011",Phase 4 Films,Thriller/Suspense,"$19,722","2,487"
585,When We Leave,"Jan 28, 2011",Olive Films,Drama,"$19,631","2,475"
586,Skateland,"May 13, 2011",Freestyle Releasing,Drama,"$19,412","2,447"
587,House of Pleasures,"Nov 25, 2011",IFC Films,Drama,"$19,327","2,437"
588,The Next Three Days,"Nov 19, 2010",Lionsgate,Thriller/Suspense,"$19,303","2,434"
589,Four Adventures of Reinette…,"Jul 20, 2011",The Film Desk,Comedy,"$18,755","2,365"
590,Client 9: The Rise and Fall…,"Nov 5, 2010",Magnolia Pictures,Documentary,"$18,587","2,343"
591,You Will Meet a Tall Dark S…,"Sep 22, 2010",Sony Pictures Cla…,Drama,"$18,230","2,298"
592,Mesrine: Killer Instinct,"Aug 27, 2010",Music Box Films,Drama,"$18,218","2,297"
593,Battle for Brooklyn,"Jun 9, 2011",Rooftop Films,Documentary,"$17,981","2,267"
594,5 Days of War,"Aug 19, 2011",Anchor Bay Entert…,Drama,"$17,479","2,204"
595,Littlerock,"Aug 12, 2011",Variance Films,Drama,"$17,309","2,182"
