Rank,Release Group,Worldwide,Domestic,%,Foreign,%
111,Detective Dee: The Mystery of the Phantom Flame,"$51,899,269","$459,836",0.90%,"$51,439,433",99.10%
112,Conference of Animals,"$51,883,642",-,-,"$51,883,642",100%
113,Daybreakers,"$51,416,464","$30,101,577",58.50%,"$21,314,887",41.50%
114,Alpha and Omega,"$50,507,267","$25,107,267",49.70%,"$25,400,000",50.30%
115,The Switch,"$49,830,607","$27,779,426",55.70%,"$22,051,181",44.30%
116,Space Battleship Yamato,"$49,827,298",-,-,"$49,827,298",100%
117,She's Out of My League,"$49,779,728","$32,010,860",64.30%,"$17,768,868",35.70%
118,Death at a Funeral,"$49,050,886","$42,739,347",87.10%,"$6,311,539",12.90%
119,How Do You Know,"$48,668,907","$30,212,620",62.10%,"$18,456,287",37.90%
120,Charlie St. Cloud,"$48,190,704","$31,162,545",64.70%,"$17,028,159",35.30%
121,Heartbreaker,"$48,023,509","$504,030",1%,"$47,519,479",99%
122,Scott Pilgrim vs. the World,"$47,664,559","$31,524,275",66.10%,"$16,140,284",33.90%
123,StreetDance 2,"$46,960,833",-,-,"$46,960,833",100%
124,Welcome to the South,"$45,896,492",-,-,"$45,896,492",100%
125,Machete,"$45,491,656","$26,593,646",58.50%,"$18,898,010",41.50%
126,Confessions,"$45,203,103",-,-,"$45,203,103",100%
127,Avatar 2010 Special Edition,"$44,838,548","$10,741,486",24%,"$34,097,062",76%
128,The Man from Nowhere,"$44,723,232","$528,175",1.20%,"$44,195,057",98.80%
129,Of Gods and Men,"$43,803,417","$3,951,596",9%,"$39,851,821",91%
130,Boy,"$43,551,154","$256,211",0.60%,"$43,294,943",99.40%
131,When in Rome,"$43,053,376","$32,680,633",75.90%,"$10,372,743",24.10%
132,My Name Is Khan,"$42,345,360","$4,018,771",9.50%,"$38,326,589",90.50%
133,Going the Distance,"$42,059,111","$17,804,299",42.30%,"$24,254,812",57.70%
134,Nodame Cantabile: The Movie II 2010 Re-release,"$41,054,604",-,-,"$41,054,604",100%
135,SP: The Motion Picture I,"$39,674,739",-,-,"$39,674,739",100%
136,Kokkuri-san: Gekijô-ban,"$37,982,240",-,-,"$37,982,240",100%
137,For Colored Girls,"$37,981,984","$37,729,698",99.30%,"$252,286",0.70%
138,Detective Conan: The Lost Ship in the Sky,"$36,407,407",-,-,"$36,407,407",100%
139,Secret Reunion,"$36,298,578",-,-,"$36,298,578",100%
140,Furry Vengeance,"$36,288,132","$17,630,465",48.60%,"$18,657,667",51.40%
141,You Will Meet a Tall Dark Stranger,"$35,867,322","$3,248,246",9.10%,"$32,619,076",90.90%
142,Faster,"$35,626,958","$23,240,020",65.20%,"$12,386,938",34.80%
143,The Kids Are All Right,"$34,705,850","$20,811,365",60%,"$13,894,485",40%
144,Doraemon The Movie: Nobita's Great Battle of the Mermaid King,"$34,702,573",-,-,"$34,702,573",100%
145,The Extraordinary Adventures of Adèle Blanc-Sec,"$34,604,339",-,-,"$34,604,339",100%
146,Camping 2,"$33,857,735",-,-,"$33,857,735",100%
147,Arthur 3: The War of the Two Worlds,"$33,519,334",-,-,"$33,519,334",100%
148,Dogwood Tree,"$33,016,351",-,-,"$33,016,351",100%
149,Leap Year,"$32,686,500","$25,918,920",79.30%,"$6,767,580",20.70%
150,Potiche,"$32,309,881","$1,618,844",5%,"$30,691,037",95%
151,You Again,"$32,054,369","$25,702,053",80.20%,"$6,352,316",19.80%
152,Raajneeti,"$29,459,596","$1,514,558",5.10%,"$27,945,038",94.90%
153,The Losers,"$29,397,654","$23,591,432",80.20%,"$5,806,222",19.80%
154,The Santa Claus Gang,"$29,181,330",-,-,"$29,181,330",100%
155,Sacrifice,"$29,093,560","$29,792",0.10%,"$29,063,768",99.90%
156,The Lady Shogun and Her Men,"$27,769,952",-,-,"$27,769,952",100%
157,Legend of the Fist: The Return of Chen Zhen,"$27,390,678","$50,433",0.20%,"$27,340,245",99.80%
158,Ramona and Beezus,"$27,293,743","$26,167,002",95.90%,"$1,126,741",4.10%
159,Splice 2010 Re-release,"$27,127,620","$17,010,170",62.70%,"$10,117,450",37.30%
160,Let Me In,"$27,093,592","$12,134,935",44.80%,"$14,958,657",55.20%
161,Fair Game,"$25,798,915","$9,540,691",37%,"$16,258,224",63%
162,The Round Up,"$25,623,521",-,-,"$25,623,521",100%
163,Christmas in South Africa,"$25,362,517",-,-,"$25,362,517",100%
164,Biutiful,"$25,147,786","$5,101,237",20.30%,"$20,046,549",79.70%
165,Six Degrees of Celebration,"$25,030,264",-,-,"$25,030,264",100%
166,Sarah's Key,"$24,792,815","$7,693,187",31%,"$17,099,628",69%
167,Lottery Ticket,"$24,719,879","$24,719,879",100%,-,-
168,Liar Game: The Final Stage,"$24,658,706",-,-,"$24,658,706",100%
169,The Way Back,"$24,172,201","$2,701,859",11.20%,"$21,470,342",88.80%
170,Nasha Russia. Yaytsa sudby,"$24,022,125",-,-,"$24,022,125",100%
171,Just Call Me Nobody,"$23,705,022",-,-,"$23,705,022",100%
172,Act of Vengeance,"$23,423,390",-,-,"$23,423,390",100%
173,Under the Hawthorn Tree,"$23,004,431",-,-,"$23,004,431",100%
174,Recep Ivedik 3,"$22,588,876",-,-,"$22,588,876",100%
175,Villain,"$22,414,467",-,-,"$22,414,467",100%
176,A Thousand Words,"$22,044,277","$18,450,127",83.70%,"$3,594,150",16.30%
177,"Me, Them and Lara","$22,039,646",-,-,"$22,039,646",100%
178,Moss,"$21,925,534",-,-,"$21,925,534",100%
179,22 Bullets,"$21,695,883",-,-,"$21,695,883",100%
180,Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,"$21,645,379",-,-,"$21,645,379",100%
181,Just Wright,"$21,584,424","$21,540,363",99.80%,"$44,061",0.20%
182,My Soul to Take,"$21,500,813","$14,744,435",68.60%,"$6,756,378",31.40%
183,Our Family Wedding,"$21,409,028","$20,255,281",94.60%,"$1,153,747",5.40%
184,Astral City: A Spiritual Journey,"$21,218,935",-,-,"$21,218,935",100%
185,71: Into the Fire,"$20,967,660","$176,638",0.80%,"$20,791,022",99.20%
186,Country Strong,"$20,529,194","$20,218,921",98.50%,"$310,273",1.50%
187,Beck,"$20,219,060",-,-,"$20,219,060",100%
188,How Not to Rescue a Princess,"$20,157,447",-,-,"$20,157,447",100%
189,About Her Brother,"$19,969,473",-,-,"$19,969,473",100%
190,Trick the Movie: Psychic Battle Royale,"$19,795,115",-,-,"$19,795,115",100%
191,Hello Ghost,"$19,774,455",-,-,"$19,774,455",100%
192,Another Year,"$19,722,766","$3,205,706",16.30%,"$16,517,060",83.70%
193,Youth in Revolt,"$19,651,093","$15,281,286",77.80%,"$4,369,807",22.20%
194,Hot Summer Days,"$19,573,451",-,-,"$19,573,451",100%
195,Buried,"$19,439,764","$1,044,143",5.40%,"$18,395,621",94.60%
196,The Servant,"$19,259,164",-,-,"$19,259,164",100%
197,Norwegian Wood,"$19,115,721","$13,000",<0.1%,"$19,102,721",99.90%
198,Head Over Heels,"$18,876,082",-,-,"$18,876,082",100%
199,13 Assassins,"$18,689,058","$802,778",4.30%,"$17,886,280",95.70%
200,Green Zone 2010 Re-release,"$18,495,045",-,-,"$18,495,045",100%
