Rank,Release Group,Worldwide,Domestic,%,Foreign,%
93,The Reaping,"$62,771,059","$25,126,214",40%,"$37,644,845",60%
94,Good Luck Chuck,"$59,768,495","$35,017,297",58.60%,"$24,751,198",41.40%
95,Are We Done Yet?,"$58,388,068","$49,662,533",85.10%,"$8,725,535",14.90%
96,The Mist,"$57,470,220","$25,594,957",44.50%,"$31,875,263",55.50%
97,Smokin' Aces,"$57,232,879","$35,787,686",62.50%,"$21,445,193",37.50%
98,Into the Wild,"$56,674,477","$18,354,356",32.40%,"$38,320,121",67.60%
99,Eastern Promises,"$56,106,607","$17,266,000",30.80%,"$38,840,607",69.20%
100,Why Did I Get Married?,"$55,862,886","$55,204,525",98.80%,"$658,361",1.20%
101,The Irony of Fate 2,"$55,639,741",-,-,"$55,639,741",100%
102,We Own the Night,"$55,033,767","$28,563,179",51.90%,"$26,470,588",48.10%
103,The Messengers,"$55,010,659","$35,374,833",64.30%,"$19,635,826",35.70%
104,Sea Monsters: A Prehistoric Adventure,"$50,652,463","$23,746,066",46.90%,"$26,906,397",53.10%
105,This Christmas,"$49,778,552","$49,121,934",98.70%,"$656,618",1.30%
106,may-18,"$49,282,156",-,-,"$49,282,156",100%
107,Mr. Brooks,"$48,443,734","$28,549,298",58.90%,"$19,894,436",41.10%
108,The Nanny Diaries,"$47,817,020","$25,930,652",54.20%,"$21,886,368",45.80%
109,Death at a Funeral,"$46,789,413","$8,580,428",18.30%,"$38,208,985",81.70%
110,Freedom Writers,"$43,095,175","$36,605,602",84.90%,"$6,489,573",15.10%
111,The Warlords,"$42,883,181","$129,078",0.30%,"$42,754,103",99.70%
112,Pokémon: The Rise of Darkrai,"$42,496,749",-,-,"$42,496,749",100%
113,Always: Sunset on Third Street 2,"$42,304,705",-,-,"$42,304,705",100%
114,Balls of Fury,"$41,739,111","$32,886,940",78.80%,"$8,852,171",21.20%
115,Breach,"$40,953,935","$33,231,264",81.10%,"$7,722,671",18.90%
116,War,"$40,481,352","$22,486,409",55.50%,"$17,994,943",44.50%
117,The Invasion,"$40,170,558","$15,074,191",37.50%,"$25,096,367",62.50%
118,Om Shanti Om,"$39,990,809","$3,597,372",9%,"$36,393,437",91%
119,Happily N'Ever After,"$38,085,778","$15,589,393",40.90%,"$22,496,385",59.10%
120,The Hills Have Eyes 2,"$37,697,773","$20,804,166",55.20%,"$16,893,607",44.80%
121,Natale in crociera,"$37,350,000",-,-,"$37,350,000",100%
122,Becoming Jane,"$37,311,672","$18,670,946",50%,"$18,640,726",50%
123,The Adventures of Super Monkey,"$36,745,063",-,-,"$36,745,063",100%
124,Sky of Love,"$36,684,020",-,-,"$36,684,020",100%
125,Sicko,"$36,093,504","$24,540,079",68%,"$11,553,425",32%
126,Hostel: Part II,"$35,728,183","$17,609,452",49.30%,"$18,118,731",50.70%
127,Vacancy,"$35,442,935","$19,363,565",54.60%,"$16,079,370",45.40%
128,The Darjeeling Limited,"$35,307,949","$11,902,715",33.70%,"$23,405,234",66.30%
129,Sunshine,"$34,806,360","$3,675,753",10.60%,"$31,130,607",89.40%
130,Assembly,"$34,786,960",-,-,"$34,786,960",100%
131,Gone Baby Gone,"$34,612,443","$20,292,962",58.60%,"$14,319,481",41.40%
132,Mr. Woodcock,"$33,683,200","$25,799,486",76.60%,"$7,883,714",23.40%
133,Run Fatboy Run,"$33,478,921","$6,003,262",17.90%,"$27,475,659",82.10%
134,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,"$32,787,846",-,-,"$32,787,846",100%
135,Awake,"$32,730,062","$14,377,198",43.90%,"$18,352,864",56.10%
136,88 Minutes,"$32,593,385","$17,213,467",52.80%,"$15,379,918",47.20%
137,REC,"$32,511,655",-,-,"$32,511,655",100%
138,Alpha Dog,"$32,351,125","$15,309,602",47.30%,"$17,041,523",52.70%
139,Amazing Grace,"$32,120,360","$21,250,683",66.20%,"$10,869,677",33.80%
140,Hunting and Gathering,"$31,920,899",-,-,"$31,920,899",100%
141,The Seeker: The Dark Is Rising,"$31,852,619","$8,794,452",27.60%,"$23,058,167",72.40%
142,Daddy's Little Girls,"$31,609,243","$31,366,978",99.20%,"$242,265",0.80%
143,Love in the Time of Cholera,"$31,575,877","$4,607,608",14.60%,"$26,968,269",85.40%
144,Welcome,"$31,203,567",-,-,"$31,203,567",100%
145,Pathfinder,"$30,984,583","$10,232,081",33%,"$20,752,502",67%
146,Nancy Drew,"$30,666,930","$25,612,520",83.50%,"$5,054,410",16.50%
147,Death Proof,"$30,663,961",-,-,"$30,663,961",100%
148,A Beautiful Wife,"$30,385,222",-,-,"$30,385,222",100%
149,The Great Debaters,"$30,236,407","$30,236,407",100%,-,-
150,A Tale of Mari and Three Puppies,"$30,183,621",-,-,"$30,183,621",100%
151,Lissi und der wilde Kaiser,"$29,733,764",-,-,"$29,733,764",100%
152,The Fox and the Child,"$29,610,210",-,-,"$29,610,210",100%
153,In the Valley of Elah,"$29,541,790","$6,777,741",22.90%,"$22,764,049",77.10%
154,Across the Universe,"$29,367,143","$24,343,673",82.90%,"$5,023,470",17.10%
155,St. Trinian's,"$29,066,483",-,-,"$29,066,483",100%
156,Manual of Love 2,"$27,833,482",-,-,"$27,833,482",100%
157,The Last Mimzy,"$27,308,918","$21,471,047",78.60%,"$5,837,871",21.40%
158,Dororo,"$27,308,865",-,-,"$27,308,865",100%
159,Shoot 'Em Up,"$27,122,238","$12,807,139",47.20%,"$14,315,099",52.80%
160,Rendition,"$27,066,382","$9,736,045",36%,"$17,330,337",64%
161,The Invisible,"$26,810,113","$20,578,909",76.80%,"$6,231,204",23.20%
162,Mongol: The Rise of Genghis Khan,"$26,527,510","$5,705,761",21.50%,"$20,821,749",78.50%
163,Bratz,"$26,013,153","$10,010,209",38.50%,"$16,002,944",61.50%
164,Grindhouse,"$25,422,088","$25,037,897",98.50%,"$384,191",1.50%
165,The Hitcher,"$25,399,945","$16,472,961",64.90%,"$8,926,984",35.10%
166,The Last Legion,"$25,303,038","$5,933,494",23.40%,"$19,369,544",76.60%
167,Before the Devil Knows You're Dead,"$25,037,657","$7,084,227",28.30%,"$17,953,430",71.70%
168,Georgia Rule,"$25,000,167","$19,103,072",76.40%,"$5,897,095",23.60%
169,Guru,"$24,108,727","$2,096,000",8.70%,"$22,012,727",91.30%
170,Partner,"$23,968,620","$1,062,840",4.40%,"$22,905,780",95.60%
171,Persepolis,"$22,783,978","$4,445,756",19.50%,"$18,338,222",80.50%
172,Cassandra's Dream,"$22,686,378","$973,018",4.30%,"$21,713,360",95.70%
173,Dead Silence,"$22,382,047","$16,809,076",75.10%,"$5,572,971",24.90%
174,Reign Over Me,"$22,242,388","$19,661,987",88.40%,"$2,580,401",11.60%
175,Waitress,"$22,240,529","$19,074,800",85.80%,"$3,165,729",14.20%
176,Crows Zero,"$22,036,607",-,-,"$22,036,607",100%
177,Reno 911!: Miami,"$22,021,262","$20,342,161",92.40%,"$1,679,101",7.60%
178,My Blueberry Nights,"$22,007,671","$867,275",3.90%,"$21,140,396",96.10%
179,Unfair: The Movie,"$21,914,005",-,-,"$21,914,005",100%
180,Like Stars on Earth,"$21,897,373","$1,223,869",5.60%,"$20,673,504",94.40%
181,Let's Go! India,"$21,505,244","$1,120,404",5.20%,"$20,384,840",94.80%
182,Arn: The Knight Templar,"$21,287,566",-,-,"$21,287,566",100%
183,Penelope,"$21,156,270","$10,011,996",47.30%,"$11,144,274",52.70%
184,Once,"$20,936,722","$9,439,923",45.10%,"$11,496,799",54.90%
185,Le Grand Chef,"$20,794,760",-,-,"$20,794,760",100%
186,Walk Hard: The Dewey Cox Story,"$20,576,198","$18,317,151",89%,"$2,259,047",11%
187,Detective Conan: Jolly Roger in the Deep Azure,"$20,440,213",-,-,"$20,440,213",100%
188,The Namesake,"$20,354,321","$13,569,248",66.70%,"$6,785,073",33.30%
189,Evening,"$20,016,753","$12,492,481",62.40%,"$7,524,272",37.60%
190,The Diving Bell and the Butterfly,"$19,780,116","$6,003,227",30.30%,"$13,776,889",69.70%
191,Two Days in Paris,"$19,776,159","$4,433,994",22.40%,"$15,342,165",77.60%
192,Bhool Bhulaiyaa,"$19,073,095","$1,097,797",5.80%,"$17,975,298",94.20%
193,A Mighty Heart,"$19,008,745","$9,176,787",48.30%,"$9,831,958",51.70%
194,The Wild Guys 4,"$18,873,863",-,-,"$18,873,863",100%
195,Kitaro,"$18,856,642",-,-,"$18,856,642",100%
196,The Counterfeiters,"$18,814,713","$5,488,570",29.20%,"$13,326,143",70.80%
197,Ho voglia di te,"$18,594,142",-,-,"$18,594,142",100%
198,Saawariya,"$18,513,120","$885,574",4.80%,"$17,627,546",95.20%
199,Daddy Day Camp,"$18,197,398","$13,235,267",72.70%,"$4,962,131",27.30%
200,Voice of a Murderer,"$18,160,598",-,-,"$18,160,598",100%
