Rank,Movie,Distributor,Domestic,Opening,Max
109,Super Troopers,Fox Searc…,"$18,492,362","$6,203,906","1,805"
110,The Four Feathers,Paramount…,"$18,306,166","$6,857,879","2,187"
111,Punch-Drunk Love,Sony Pict…,"$17,791,031","$367,203","1,293"
112,Empire,Universal,"$17,504,595","$6,281,415",869
113,Eight Legged Freaks,Warner Bros.,"$17,266,505","$6,485,458","2,530"
114,The Country Bears,Walt Disney,"$16,988,996","$5,309,675","2,553"
115,Adrenaline Rush: The Science of Risk,Giant Scr…,"$16,933,791",,17
116,Serving Sara,Paramount…,"$16,930,185","$5,758,236","2,174"
117,White Oleander,Warner Bros.,"$16,357,770","$5,607,480","1,510"
118,Kung Pow: Enter the Fist,20th Cent…,"$16,033,556","$7,017,474","2,478"
119,Confessions of a Dangerous Mind,Miramax,"$16,007,718","$87,199","1,776"
120,Far From Heaven,Focus Fea…,"$15,901,849","$211,279",291
121,Half Past Dead,Sony Pict…,"$15,567,860","$7,820,536","2,113"
122,Solaris,20th Cent…,"$14,970,038","$6,752,722","2,406"
123,"Life, or Something Like It",20th Cent…,"$14,448,589","$6,219,234","2,609"
124,Ballistic: Ecks vs. Sever,Warner Bros.,"$14,294,842","$7,010,474","2,705"
125,The Emperor's Club,Universal,"$14,060,950","$3,846,780",811
126,The Good Girl,Fox Searc…,"$14,018,296","$151,642",688
127,Stealing Harvard,Sony Pict…,"$13,973,532","$6,041,521","2,366"
128,Monsoon Wedding,USA Films,"$13,876,974","$68,546",254
129,Hey Arnold! The Movie,Paramount…,"$13,684,949","$5,706,332","2,534"
130,Y Tu Mamá También,IFC Films,"$13,649,881","$408,091",286
131,Juwanna Mann,Warner Bros.,"$13,571,817","$5,474,270","1,325"
132,FearDotCom,Warner Bros.,"$13,208,023","$5,710,128","2,550"
133,Jason X,New Line,"$13,121,555","$6,649,006","1,879"
134,Frailty,Lionsgate,"$13,110,448","$4,208,655","1,497"
135,25th Hour,Walt Disney,"$13,084,595","$108,865",495
136,The Quiet American,Miramax,"$12,987,647","$101,663",396
137,They,Miramax/D…,"$12,840,842","$5,144,090","1,623"
138,Undisputed,Miramax,"$12,398,628","$4,548,750","1,117"
139,Knockaround Guys,New Line,"$11,660,180","$5,016,852","1,806"
140,The Powerpuff Girls,Warner Bros.,"$11,411,644","$3,583,114","2,340"
141,Abandon,Paramount…,"$10,719,367","$5,064,077","2,347"
142,Narc,Paramount…,"$10,465,659","$63,303",822
143,Santa vs. The Snowman,IMAX Films,"$10,259,134","$60,007",46
144,Sorority Boys,Walt Disney,"$10,198,766","$4,127,903","1,801"
145,Possession,Focus Fea…,"$10,103,647","$1,575,214",619
146,Pulse: A Stomp Odyssey,Giant Scr…,"$10,086,514",,16
147,Sen to Chihiro no Kamikakushi,Walt Disney,"$10,049,886","$449,839",714
148,S1m0ne,New Line,"$9,680,913","$3,813,463","1,920"
149,Hable con ella,Sony Pict…,"$9,284,265","$104,396",255
150,The Importance of Being Earnest,Miramax,"$8,378,141","$398,662",216
151,Death to Smoochy,Warner Bros.,"$8,355,815","$4,266,463","2,164"
152,Big Trouble,Walt Disney,"$7,262,288","$3,545,204","1,961"
153,Kissing Jessica Stein,Fox Searc…,"$7,025,722","$346,999",319
154,Trapped,Sony Pict…,"$6,916,869","$3,210,765","2,227"
155,Moonlight Mile,Walt Disney,"$6,830,957","$329,771",437
156,Seraphin un Homme et Son,Odeon Films,"$6,749,187","$700,000",77
157,Femme Fatale,Warner Bros.,"$6,630,252","$2,776,248","1,066"
158,The Rules of Attraction,Lionsgate,"$6,525,762","$2,532,410","1,437"
159,Rabbit-Proof Fence,Miramax,"$6,199,600","$88,352",153
160,Impostor,Miramax,"$6,114,237","$3,022,523","1,870"
161,Deuces Wild,MGM,"$6,044,618","$2,704,682","1,480"
162,Real Women Have Curves,Newmarket…,"$5,853,194","$183,772",163
163,El crimen de padre Amaro,Goldwyn E…,"$5,719,000","$496,290",137
164,The Truth About Charlie,Universal,"$5,303,000","$2,270,290",755
165,Formula 51,Screen Me…,"$5,204,007","$2,817,719","1,857"
166,Birthday Girl,Miramax,"$4,919,896","$2,370,809","1,000"
167,Hollywood Ending,Dreamwork…,"$4,839,383","$2,017,981",772
168,Extreme Ops,Paramount…,"$4,835,968","$2,233,525","1,800"
169,Slackers,Sony Pict…,"$4,814,244","$2,785,283","1,893"
170,Igby Goes Down,MGM,"$4,777,465","$306,705",156
171,Italian for Beginners,Miramax,"$4,447,186","$52,536",99
172,The Adventures of Pluto Nash,Warner Bros.,"$4,411,102","$2,182,900","2,320"
173,Enigma,Miramax,"$4,298,329","$156,587",115
174,Men with Brooms,Artisan,"$4,239,767",,207
175,Lovely and Amazing,Lionsgate,"$4,210,379","$91,910",175
176,ESPN's Ultimate X - The Movie,Walt Disney,"$4,197,175","$613,670",48
177,Mostly Martha (Drei Sterne),Paramount…,"$4,160,475","$40,446",143
178,Spider-Man/Men in Black II Double-Bill,Sony Pict…,"$4,052,137","$2,192,447","2,078"
179,Secretary,Lionsgate,"$4,046,737","$182,306",149
180,The Fast Runner,Lot 47 Films,"$3,786,801","$62,810",56
181,Pinocchio,Miramax,"$3,681,811","$1,151,463","1,197"
182,Thirteen Conversations About One Thing,Sony Pict…,"$3,287,435","$69,064",68
183,The Cat's Meow,Lionsgate,"$3,176,936","$111,037",153
184,American Adobo,Outrider …,"$3,094,699","$41,001",7
185,Russkiy kovcheg,WellSpring,"$3,092,976","$29,022",24
186,8 femmes,Focus Fea…,"$3,076,425","$139,571",85
187,Sunshine State,Sony Pict…,"$3,064,356","$93,072",79
188,Paid in Full,Rat Enter…,"$3,042,188","$1,328,789",273
189,Tadpole,Miramax,"$2,891,288","$80,682",180
190,Comedian,Miramax,"$2,744,253","$60,224",244
191,Sex and Lucia,Palm Pict…,"$2,628,241","$47,591",33
192,Full Frontal,Miramax,"$2,512,846","$739,834",214
193,Last Orders,Sony Pict…,"$2,326,407","$77,400",60
194,Rivers and Tides,Roxie Rel…,"$2,200,276",,15
195,State Property,Lionsgate,"$2,099,719","$452,028",75
196,Auto Focus,Sony Pict…,"$2,062,066","$123,761",461
197,La Pianiste,Kino Inte…,"$1,900,282","$29,671",19
198,Harrison's Flowers,Universal,"$1,843,570","$867,635",398
199,The Dangerous Lives of Altar Boys,ThinkFilm,"$1,779,284","$55,000",125
200,Pokemon 4Ever,Miramax,"$1,732,301","$717,061",249
