Rank,Release Group,Worldwide,Domestic,%,Foreign,%
38,A Man Called Otto,"$112,756,794","$64,267,657",57%,"$48,489,137",43%
39,"Lyle, Lyle, Crocodile","$110,972,200","$46,888,441",42.30%,"$64,083,759",57.70%
40,Halloween Ends,"$104,361,355","$64,079,860",61.40%,"$40,281,495",38.60%
41,The Roundup,"$101,166,707","$812,859",0.80%,"$100,353,848",99.20%
42,The Woman King,"$97,250,903","$67,328,130",69.20%,"$29,922,773",30.80%
43,Downton Abbey: A New Era,"$92,623,562","$44,141,550",47.70%,"$48,482,012",52.30%
44,K.G.F: Chapter 2,"$89,123,940","$2,874,000",3.20%,"$86,249,940",96.80%
45,Don't Worry Darling,"$87,609,403","$45,309,403",51.70%,"$42,300,000",48.30%
46,Dragon Ball Super: Super Hero,"$86,562,140","$38,112,140",44%,"$48,450,000",56%
47,Dog,"$84,774,243","$61,778,069",72.90%,"$22,996,174",27.10%
48,Jackass Forever,"$80,563,999","$57,743,451",71.70%,"$22,820,548",28.30%
49,The Menu,"$79,628,200","$38,501,125",48.40%,"$41,127,075",51.60%
50,Avatar 2022 Re-release,"$76,012,917","$24,714,024",32.50%,"$51,298,893",67.50%
51,Violent Night,"$76,004,405","$50,057,405",65.90%,"$25,947,000",34.10%
52,Strange World,"$73,621,640","$37,968,963",51.60%,"$35,652,677",48.40%
53,Detective Conan: The Bride of Halloween,"$72,653,401",-,-,"$72,653,401",100%
54,Interstellar 2021 Re-release,"$71,712,456",-,-,"$71,712,456",100%
55,The Northman,"$69,633,110","$34,233,110",49.20%,"$35,400,000",50.80%
56,Moonfall,"$67,295,363","$19,060,660",28.30%,"$48,234,703",71.70%
57,Babylon,"$63,379,032","$15,351,455",24.20%,"$48,027,577",75.80%
58,Whitney Houston: I Wanna Dance with Somebody,"$59,788,046","$23,708,080",39.70%,"$36,079,966",60.30%
59,Beast,"$59,095,809","$31,846,530",53.90%,"$27,249,279",46.10%
60,The Whale,"$54,821,669","$17,463,630",31.90%,"$37,358,039",68.10%
61,Confidential Assignment 2: International,"$54,486,330",-,-,"$54,486,330",100%
62,Ambulance,"$52,300,984","$22,781,115",43.60%,"$29,519,869",56.40%
63,Marry Me,"$50,477,597","$22,438,180",44.50%,"$28,039,417",55.50%
64,Brahmastra Part One: Shiva,"$50,164,785","$7,839,108",15.60%,"$42,325,677",84.40%
65,The Banshees of Inisherin,"$49,262,687","$10,582,266",21.50%,"$38,680,421",78.50%
66,The Fabelmans,"$45,565,562","$17,348,945",38.10%,"$28,216,617",61.90%
67,Barbarian,"$45,352,337","$40,842,944",90.10%,"$4,509,393",9.90%
68,Prey for the Devil,"$44,658,929","$19,802,293",44.30%,"$24,856,636",55.70%
69,Paws of Fury: The Legend of Hank,"$42,506,565","$17,811,382",41.90%,"$24,695,183",58.10%
70,The Invitation,"$38,036,130","$25,100,080",66%,"$12,936,050",34%
71,Orphan: First Kill,"$37,083,743","$5,413,227",14.60%,"$31,670,516",85.40%
72,Roald Dahl's Matilda the Musical,"$35,599,378",-,-,"$35,599,378",100%
73,Kingdom II: Harukanaru Daichi e,"$34,963,395",-,-,"$34,963,395",100%
74,The Bob's Burgers Movie,"$34,148,750","$31,933,830",93.50%,"$2,214,920",6.50%
75,Skyfall 2021 Re-release,"$33,910,282",-,-,"$33,910,282",100%
76,Hunt,"$33,821,338","$25,994",<0.1%,"$33,795,344",99.90%
77,Tad the Lost Explorer and the Emerald Tablet,"$32,849,430","$67,599",0.20%,"$32,781,831",99.80%
78,BTS Permission to Dance on Stage - Seoul: Live Viewing,"$32,600,000","$6,840,000",21%,"$25,760,000",79%
79,Shin Ultraman,"$32,125,023","$601,490",1.90%,"$31,523,533",98.10%
80,Amsterdam,"$31,245,810","$14,947,969",47.80%,"$16,297,841",52.20%
81,Mrs. Harris Goes to Paris,"$30,888,411","$10,433,915",33.80%,"$20,454,496",66.20%
82,Vikram,"$29,837,637","$1,770,000",5.90%,"$28,067,637",94.10%
83,The Unbearable Weight of Massive Talent,"$29,116,320","$20,300,157",69.70%,"$8,816,163",30.30%
84,Tár,"$29,071,318","$6,773,650",23.30%,"$22,297,668",76.70%
85,The 355,"$27,827,745","$14,570,455",52.40%,"$13,257,290",47.60%
86,Serial (Bad) Weddings 3,"$27,777,003",-,-,"$27,777,003",100%
87,The Night Owl,"$26,719,364",-,-,"$26,719,364",100%
88,Triangle of Sadness,"$26,144,238","$4,608,096",17.60%,"$21,536,142",82.40%
89,Calendar Girls,"$25,433,615",-,-,"$25,433,615",100%
90,The Kashmir Files,"$24,821,898","$1,485,000",6%,"$23,336,898",94%
91,Hero,"$24,392,492",-,-,"$24,392,492",100%
92,Harry Potter and the Chamber of Secrets 2022 Re-release,"$23,716,329",-,-,"$23,716,329",100%
93,The Last 10 Years,"$23,644,207",-,-,"$23,644,207",100%
94,The Confidence Man JP: Episode of the Hero,"$23,214,581",-,-,"$23,214,581",100%
95,The Witch: Part 2 - The Other One,"$23,068,596","$143,723",0.60%,"$22,924,873",99.40%
96,Decision to Leave,"$22,874,861","$2,179,864",9.50%,"$20,694,997",90.50%
97,Harry Potter and the Chamber of Secrets 2021 Re-release,"$22,349,685","$191,501",0.90%,"$22,158,184",99.10%
98,jun-45,"$22,263,336",-,-,"$22,263,336",100%
99,Doraemon the Movie: Nobita's Little Star Wars 2021,"$22,044,058",-,-,"$22,044,058",100%
100,See How They Run,"$21,966,634","$9,586,237",43.60%,"$12,380,397",56.40%
101,Ponniyin Selvan: Part I,"$21,888,295","$4,282,000",19.60%,"$17,606,295",80.40%
102,Devotion,"$21,768,133","$20,511,938",94.20%,"$1,256,195",5.80%
103,Silent Parade,"$21,723,595",-,-,"$21,723,595",100%
104,Father Stu,"$21,592,379","$20,884,796",96.70%,"$707,583",3.30%
105,Emergency Declaration,"$21,400,327","$412,196",1.90%,"$20,988,131",98.10%
106,The Amazing Maurice,"$21,098,416","$4,303,645",20.40%,"$16,794,771",79.60%
107,Crayon Shin-chan: Mononoke Ninja Chinpuden,"$20,617,005",-,-,"$20,617,005",100%
108,Three Thousand Years of Longing,"$20,282,422","$8,286,741",40.90%,"$11,995,681",59.10%
109,Turning Red,"$20,122,621",-,-,"$20,122,621",100%
110,After Ever Happy,"$19,238,073","$1,072,750",5.60%,"$18,165,323",94.40%
111,Simone: Woman of the Century,"$19,149,079",-,-,"$19,149,079",100%
112,Beast,"$18,911,959",-,-,"$18,911,959",100%
113,Broker,"$18,789,304","$1,046,899",5.60%,"$17,742,405",94.40%
114,Godfather,"$18,737,287",-,-,"$18,737,287",100%
115,School of Magical Animals: Part 2,"$18,385,774",-,-,"$18,385,774",100%
116,Bhool Bhulaiyaa 2,"$18,307,258",-,-,"$18,307,258",100%
117,November,"$18,114,769",-,-,"$18,114,769",100%
118,From Siberia with Love,"$17,954,691",-,-,"$17,954,691",100%
119,The Quintessential Quintuplets Movie,"$17,506,171","$502,000",2.90%,"$17,004,171",97.10%
120,Fall,"$17,363,261","$7,240,521",41.70%,"$10,122,740",58.30%
121,Wunderschön,"$16,719,291",-,-,"$16,719,291",100%
122,Father There Is Only One 3,"$16,707,892",-,-,"$16,707,892",100%
123,Even If This Love Disappears from the World Tonight,"$16,474,515",-,-,"$16,474,515",100%
124,Dr. Coto's Clinic,"$16,062,841",-,-,"$16,062,841",100%
125,Radhe Shyam,"$15,954,804","$1,860,000",11.70%,"$14,094,804",88.30%
126,Blacklight,"$15,902,207","$9,591,094",60.30%,"$6,311,113",39.70%
127,Operation Mincemeat,"$15,710,164",-,-,"$15,710,164",100%
128,Maison de retraite,"$15,570,823",-,-,"$15,570,823",100%
129,Bheemla Nayak,"$15,243,922",-,-,"$15,243,922",100%
130,Bones and All,"$15,134,907","$7,834,907",51.80%,"$7,300,000",48.20%
131,Terrifier 2,"$15,065,239","$10,640,105",70.60%,"$4,425,134",29.40%
132,Firestarter,"$15,039,250","$9,739,250",64.80%,"$5,300,000",35.20%
133,The Wolf of Wall Street 2022 Re-release,"$14,877,539",-,-,"$14,877,539",100%
134,Bros,"$14,781,867","$11,628,165",78.70%,"$3,153,702",21.30%
135,Superwho?,"$14,770,359",-,-,"$14,770,359",100%
136,X,"$14,740,889","$11,765,309",79.80%,"$2,975,580",20.20%
137,The Chosen Season 3: Episode 1 & 2,"$14,679,613","$14,612,089",99.50%,"$67,524",0.50%
138,The Duke,"$14,227,217","$1,526,970",10.70%,"$12,700,247",89.30%
139,Sarkaru Vaari Paata,"$14,199,018",-,-,"$14,199,018",100%
140,She Said,"$13,934,825","$5,825,995",41.80%,"$8,108,830",58.20%
141,Bodies Bodies Bodies,"$13,929,670","$11,446,602",82.20%,"$2,483,068",17.80%
142,Memory,"$13,897,255","$7,329,043",52.70%,"$6,568,212",47.30%
143,The Legend of Maula Jatt,"$13,839,539","$5,016,493",36.20%,"$8,823,046",63.80%
144,Glass Onion,"$13,280,000","$13,280,000",100%,-,-
145,Valimai,"$13,276,393",-,-,"$13,276,393",100%
146,Moonage Daydream,"$13,093,261","$4,218,925",32.20%,"$8,874,336",67.80%
147,Easter Sunday,"$13,074,255","$13,013,690",99.50%,"$60,565",0.50%
148,Land of Legends,"$12,345,260",-,-,"$12,345,260",100%
149,Guglhupfgeschwader,"$12,307,072",-,-,"$12,307,072",100%
150,"Utapri Movie 2, Uta No Prince-Sama Maji Love Starish Tours Movie","$12,291,650",-,-,"$12,291,650",100%
151,Living,"$12,186,062","$3,038,113",24.90%,"$9,147,949",75.10%
152,Laal Singh Chaddha,"$12,093,536","$3,401,324",28.10%,"$8,692,212",71.90%
153,Alienoid,"$12,067,556","$168,309",1.40%,"$11,899,247",98.60%
154,Monster,"$11,878,722",-,-,"$11,878,722",100%
155,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,"$11,631,738","$1,588,491",13.70%,"$10,043,247",86.30%
156,Jug Jugg Jeeyo,"$11,467,726","$1,033,000",9%,"$10,434,726",91%
157,Empire of Light,"$11,395,604","$1,177,577",10.30%,"$10,218,027",89.70%
158,Till,"$11,344,399","$9,000,202",79.30%,"$2,344,197",20.70%
159,Bergen,"$11,325,405",-,-,"$11,325,405",100%
160,Rise,"$11,196,824",-,-,"$11,196,824",100%
161,Men,"$11,152,071","$7,587,853",68%,"$3,564,218",32%
162,Chickenhare and the Hamster of Darkness,"$10,885,116",-,-,"$10,885,116",100%
163,The Eight Mountains,"$10,857,655","$302,456",2.80%,"$10,555,199",97.20%
164,Warriors of Future,"$10,490,328",-,-,"$10,490,328",100%
165,Jurassic Park 2022 Re-release,"$10,374,018",-,-,"$10,374,018",100%
166,The Pirates: The Last Royal Treasure,"$10,258,331",-,-,"$10,258,331",100%
167,The Beasts,"$10,229,060",-,-,"$10,229,060",100%
168,Vaillante,"$10,143,170",-,-,"$10,143,170",100%
169,Table for Six,"$10,138,355",-,-,"$10,138,355",100%
170,Smack Dab Kakha,"$9,995,945",-,-,"$9,995,945",100%
171,F3: Fun and Frustration,"$9,849,193","$1,195,000",12.10%,"$8,654,193",87.90%
172,Pearl,"$9,747,742","$9,423,445",96.70%,"$324,297",3.30%
173,"Good Luck to You, Leo Grande","$9,713,923",-,-,"$9,713,923",100%
174,Rheingold,"$9,660,365",-,-,"$9,660,365",100%
175,Spider-Man: No Way Home 2022 Re-release,"$9,613,518","$9,321,593",97%,"$291,925",3%
176,Talk to Her Undated France Release,"$9,541,068",-,-,"$9,541,068",100%
177,Redeeming Love,"$9,464,198","$9,214,020",97.40%,"$250,178",2.60%
178,Women Talking,"$9,233,650","$5,456,531",59.10%,"$3,777,119",40.90%
179,Sword Art Online the Movie: Progressive - Scherzo of Deep Night,"$9,071,701",-,-,"$9,071,701",100%
180,Samrat Prithviraj,"$8,568,339",-,-,"$8,568,339",100%
181,Life Is Beautiful,"$8,458,639",-,-,"$8,458,639",100%
182,Yolki 9,"$8,385,030",-,-,"$8,385,030",100%
183,Don,"$8,287,406",-,-,"$8,287,406",100%
184,Shotgun Wedding,"$8,277,788",-,-,"$8,277,788",100%
185,Aftersun,"$8,251,732","$1,658,790",20.10%,"$6,592,942",79.90%
186,Vikram Vedha,"$8,234,166","$1,589,362",19.30%,"$6,644,804",80.70%
187,Re/Member,"$8,166,175",-,-,"$8,166,175",100%
188,Acharya,"$8,048,175","$832,000",10.30%,"$7,216,175",89.70%
189,The Tatta's,"$8,000,956",-,-,"$8,000,956",100%
190,Rabbit Academy: Mission Eggpossible,"$7,946,575",-,-,"$7,946,575",100%
191,Ducobu 4 President,"$7,858,171",-,-,"$7,858,171",100%
192,Il grande giorno,"$7,852,153",-,-,"$7,852,153",100%
193,Phases of the Moon,"$7,564,756",-,-,"$7,564,756",100%
194,777 Charlie,"$7,523,995",-,-,"$7,523,995",100%
195,Bachchhan Paandey,"$7,387,882",-,-,"$7,387,882",100%
196,Lesson in Murder,"$7,348,964",-,-,"$7,348,964",100%
197,How About Adolf?,"$7,330,755",-,-,"$7,330,755",100%
198,Listy do M. 5,"$7,328,061",-,-,"$7,328,061",100%
199,Laid-Back Camp Movie,"$7,317,913",-,-,"$7,317,913",100%
200,Osomatsusan the Movie 2022 Re-release,"$7,297,522",-,-,"$7,297,522",100%
