Rank,Movie,Distributor,Domestic,Opening,Max
29,Impractical Jokers: The Movie,truTV,"$10,466,091","$2,607,049","1,900"
30,I Still Believe,Lionsgate,"$10,410,004","$9,103,614","3,250"
31,Emma.,Focus Fea…,"$10,055,355","$234,482","1,732"
32,Bloodshot,Sony Pict…,"$10,021,787","$9,176,695","2,861"
33,Let Him Go,Focus Fea…,"$9,358,025","$4,000,470","2,458"
34,Freaky,Universal,"$9,030,855","$3,600,355","2,472"
35,Downhill,Searchlig…,"$8,287,061","$4,622,018","2,311"
36,Tenki no Ko,GKIDS,"$8,056,636","$1,808,533","1,020"
37,Promising Young Woman,Focus Fea…,"$6,460,965","$719,305","1,448"
38,Fatale,Lionsgate,"$6,306,897","$918,112","1,222"
39,The Hunt,Universal,"$5,812,500","$5,304,455","3,028"
40,The Rhythm Section,Paramount…,"$5,437,971","$2,715,384","3,049"
41,The SpongeBob Movie: Sponge on the Run,Paramount…,"$4,810,790","$865,824",326
42,The Broken Hearts Gallery,Sony Pict…,"$4,066,487","$1,126,401","2,221"
43,Infidel,Cloudburs…,"$4,051,990","$1,384,296","1,885"
44,Portrait de la jeune fille en feu,Neon,"$3,759,854","$67,344",334
45,Bill & Ted Face the Music,United Ar…,"$3,439,660","$1,125,007","1,007"
46,2020 Oscar Shorts,ShortsHD,"$3,304,748","$1,155,505",536
47,The Empty Man,20th Cent…,"$2,995,698","$1,310,326","2,051"
48,Las Pildoras De Mi Novio,Lionsgate,"$2,971,116","$1,396,140",350
49,Minari,A24,"$2,964,816",,912
50,The Last Full Measure,Roadside …,"$2,949,212","$1,058,019",617
51,Words on Bathroom Walls,Roadside …,"$2,542,518","$432,968","1,395"
52,After We Collided,,"$2,386,483",,546
53,Half Brothers,Focus Fea…,"$2,241,980","$700,160","1,386"
54,Scoob!,Warner Bros.,"$2,188,425","$850,000","2,500"
55,The Lodge,Neon,"$2,138,907","$76,251",395
56,The Personal History of David Copperfield,Searchlig…,"$1,876,298","$475,800","1,550"
57,Pinocchio,Roadside …,"$1,831,718","$272,109",824
58,The Wretched,IFC Midnight,"$1,815,440","$65,908",101
59,The Rental,IFC Films,"$1,637,548","$403,852",250
60,2 Hearts,Freestyle…,"$1,349,284","$522,937","1,683"
61,Ban-do,,"$1,224,525","$118,647",151
62,Met Opera — Agrippina,Fathom Ev…,"$1,150,000","$1,150,000","1,000"
63,True to the Game 2: Gena’s Story,Faith Med…,"$1,117,808","$290,000",281
64,The Assistant,Bleecker …,"$1,100,310","$79,141",167
65,Love and Monsters,Paramount…,"$1,070,714","$270,302",387
66,Relic,IFC Midnight,"$1,047,083","$192,352",133
67,The Tax Collector,RLJ Enter…,"$1,044,212","$309,694",138
68,Becky,Quiver,"$1,002,852","$205,797",50
69,Beureikeu deo sa illeonseu,Trafalgar…,"$1,000,000","$1,000,000",515
70,All My Life,Universal,"$913,935","$370,315",970
71,Met Opera: Wozzeck,Fathom Ev…,"$863,000","$863,000","1,000"
72,Cut Throat City,Well Go USA,"$855,894",,389
73,Sarileru Neekevvaru,Great Ind…,"$821,000","$821,000",300
74,Ji Xian Feng,Gravitas …,"$793,525","$380,428","1,375"
75,Color Out of Space,RLJ Enter…,"$765,561","$216,162",81
76,Shortcut,Gravitas …,"$758,223","$279,125",725
77,Possessor,Neon,"$752,885","$252,664",320
78,Baaghi 3,FIP,"$721,439","$509,616",265
79,The Last Vermeer,Sony Pict…,"$685,380","$225,691",912
80,The Last Shift,Sony Pict…,"$643,658","$246,491",886
81,Synchronic,Well Go USA,"$636,673","$245,561",327
82,Chhapaak,FIP,"$604,334","$316,781",100
83,Panga,FIP,"$582,720","$285,689",102
84,Alone,Magnolia …,"$538,358","$182,473",174
85,Followed,Global Vi…,"$538,179","$152,825",100
86,Kajillionaire,Focus Fea…,"$531,430","$215,675",547
87,The Call,Atlas Dis…,"$516,520","$138,237",195
88,The Big Ugly,Vertical …,"$514,107","$152,598",68
89,The Forgotten Carols,Purdie Di…,"$502,252","$104,798",70
90,Spell,Paramount…,"$500,104","$206,591",369
91,Ava,Vertical …,"$497,747","$170,349",252
92,CatVideoFest 2020,Oscillosc…,"$478,775","$217,927",84
93,Once Were Brothers: Robbie Robertson and The Band,Magnolia …,"$449,561","$37,828",152
94,Seberg,Amazon St…,"$448,009","$47,180",373
95,Infamous,Vertical …,"$429,148","$160,371",58
96,Tulsa,Self Dist…,"$413,522","$78,393",192
97,Buddy Games,Paramount…,"$405,904","$150,497",401
98,Yellow Rose,Sony Pict…,"$367,849","$150,330",900
99,The Kid Detective,Sony Pict…,"$364,138","$140,218",865
100,Greed,Sony Pict…,"$355,308","$24,163",596
101,Murder in the Woods,Rezinate …,"$351,205","$48,638",38
102,"Kimi to, nami ni noretara",GKIDS,"$332,432","$19,643",605
103,Les misérables,Amazon St…,"$330,181","$24,154",69
104,Ordinary Love,Bleecker …,"$323,688","$23,564",125
105,Save Yourselves!,Bleecker …,"$301,162","$142,694",388
106,Il Traditore,Sony Pict…,"$296,027","$23,240",45
107,Created Equal: Clarence Thomas in His Own Words,Manifold …,"$282,149","$74,577",53
108,Fatman,Saban Films,"$278,378","$108,305",259
109,"Mafia, Inc.",Films Sev…,"$264,552","$264,552",85
110,Lupin III: The First (ルパン三世 THE FIRST),GKIDS,"$248,422","$83,295",648
111,The Climb,Sony Pict…,"$234,429","$97,639",408
112,The Secrets We Keep,Bleecker …,"$231,119","$88,306",471
113,Jiang Ziya,Well Go USA,"$214,670","$96,275",55
114,Wild Mountain Thyme,Bleecker …,"$213,441","$94,989",450
115,Always & Forever,RLJ Enter…,"$197,463","$12,361",11
116,Dylda,Kino Lorber,"$196,258","$10,008",35
117,The Doors: Break on Thru — A Celebration of Ray…,Trafalgar…,"$186,920","$4,312",330
118,The Outpost,Screen Me…,"$186,634","$31,042",81
119,The Wolf of Snow Hollow,Orion Cla…,"$185,026","$91,943",112
120,Come Away,Relativity,"$184,477","$106,084",475
121,And Then We Danced,Music Box…,"$177,262","$13,880",23
122,Follow Me,Vertical …,"$167,962","$79,182",50
123,Extra Ordinary,Cranked U…,"$164,346","$82,543",75
124,Ammonite,Neon,"$160,930","$87,552",280
125,A Call to Spy,IFC Films,"$159,014","$35,098",79
126,The Dark and The Wicked,RLJ Enter…,"$157,252","$60,379",68
127,Shadow in the Cloud,Vertical …,"$156,932","$39,117",107
128,Heaven,LAMA Dist…,"$148,091",,200
129,The Burnt Orange Heresy,Sony Pict…,"$144,201","$16,163",139
130,Wendy,Searchlig…,"$143,518","$26,214",165
131,Incitement,Greenwich,"$140,306","$22,437",21
132,Archive,Vertical …,"$139,593","$52,642",26
133,Burden,101 Studios,"$139,270","$20,160",109
134,The Nest,IFC Films,"$137,852","$65,540",301
135,Beneath Us,NME,"$137,260","$137,260",162
136,The Times of Bill Cunningham,Greenwich,"$134,288","$41,945",19
137,Saint Frances,Oscillosc…,"$127,275","$14,298",126
138,Corpus Christi,Film Move…,"$127,240","$4,632",23
139,Archenemy,RLJ Enter…,"$121,642","$53,678",94
140,Gunda,Neon,"$113,591",,35
141,Namsaneui Bujangdeul,Capelight…,"$113,527","$16,514",22
142,Hope Gap,Roadside …,"$104,732","$30,978",132
143,Made in Italy,IFC Films,"$101,339","$33,998",111
144,First Cow,A24,"$101,068","$81,323",4
145,The Silencing,Saban Films,"$100,746","$53,205",79
146,Come to Daddy,Saban Films,"$96,713","$57,998",29
147,Tesla,IFC Films,"$93,147","$42,165",108
148,First Lady,ArtAffects,"$89,885","$56,692",68
149,Kaijû no kodomo,GKIDS,"$81,237","$33,517",633
150,StarDog and TurboCat,Vivafilm,"$80,496","$31,305",6
151,Percy,Mongrel M…,"$76,511",,29
152,Pray: The Story of Patrick Peyton,ArtAffects,"$72,347","$24,397",51
153,How to Build a Girl,IFC Films,"$70,632","$13,201",9
154,We Summon the Darkness,Saban Films,"$60,794","$30,232",10
155,My Brothers’ Crossing,Atlas Dis…,"$59,390","$19,386",73
156,Summerland,IFC Films,"$58,434","$28,881",99
157,Bacurau,Kino Lorber,"$58,115","$14,691",6
158,The Dissident,Briarclif…,"$57,000","$25,000",160
159,La Gomera,Magnolia …,"$55,608","$20,458",8
160,A Simple Wedding,Blue Fox …,"$54,415","$21,794",10
161,Miss Fisher & The Crypt Of Tears,Acorn TV,"$51,032","$51,032",18
162,Henchmen,Entertain…,"$49,676",,181
163,The Way I See it,Focus Fea…,"$49,030","$25,150",124
164,VHYes,Oscillosc…,"$47,037","$28,000",22
165,Fei Long Guo Jiang,Well Go USA,"$46,855","$22,193",11
166,Druk,Mongrel M…,"$44,205",$938,7
167,Three Christs,IFC Films,"$37,788","$14,620",31
168,Other Music,Oscillosc…,"$37,191",,214
169,Solo Brathuke So Better,Zee Studios,"$35,000","$35,000",25
170,Juvenile Delinquents,Atlas Dis…,"$34,292","$11,605",4
171,Best of Catvideofest,Oscillosc…,"$34,287",,138
172,True History Of The Kelly Gang,IFC Films,"$33,816","$9,839",5
173,Swallow,IFC Films,"$33,419","$12,850",39
174,Hunter Hunter,IFC Films,"$32,705","$12,010",30
175,Embattled,IFC Films,"$32,259","$15,141",68
176,Nick Mason’s Saucerful of Secrets: Live at the …,Trafalgar…,"$31,739",,42
177,Max Winslow and the House of Secrets,3DLive,"$31,252",$425,16
178,Counter Column,Not That …,"$30,796","$6,455",7
179,After Parkland,Kino Lorber,"$30,444",,71
180,Rent-A-Pal,IFC Midnight,"$29,615","$19,650",56
181,Olympic Dreams,IFC Films,"$29,450","$9,290",36
182,Tread,Gravitas …,"$29,136","$10,585",25
183,Buffaloed,Magnolia …,"$29,118","$13,796",9
184,Spree,RLJ Enter…,"$28,771","$20,480",33
185,Sorry We Missed You,Zeitgeist,"$28,273","$9,436",6
186,Cane River,Oscillosc…,"$27,317","$10,240",6
187,José,Outsider,"$26,563","$11,191",2
188,Zombi Child,Film Move…,"$25,878","$6,051",39
189,The Booksellers,Greenwich,"$25,694","$15,794",3
190,Unsubscribe,Self Dist…,"$25,488",,1
191,Clifton Hill,IFC Midnight,"$25,084","$2,477",19
192,Heart of Africa,Purdie Di…,"$24,139","$19,697",20
193,Premature,IFC Films,"$23,071","$9,909",29
194,Tar,Howling W…,"$22,307","$1,469",18
195,I Propose We Never See Each Other Again After T…,,"$21,757",,11
196,Le jeune Ahmed,Kino Lorber,"$21,291","$13,325",4
197,La cordillère des songes,Icarus Films,"$20,943","$4,446",9
198,Lore,Indican P…,"$20,006","$7,084",7
199,Quarantine Cat Film Fest,Row House…,"$20,000","$20,000",84
200,Foster Boy,Gravitas …,"$19,046","$6,100",15
