Rank,Movie,Distributor,Domestic,Opening,Max
153,Held Up,Trimark,"$4,714,090","$1,911,007",688
154,The Tao of Steve,Sony Pict…,"$4,342,203","$91,791",189
155,Before Night Falls,Fine Line,"$4,221,817","$85,230",127
156,With a Friend Like Harry,Miramax,"$4,174,495",,220
157,East is East,Miramax,"$4,170,647","$53,569",157
158,Dancer in the Dark,Fine Line,"$4,157,491","$91,612",126
159,Whipped,Destinati…,"$4,142,507","$2,729,625","1,561"
160,Requiem for a Dream,Artisan,"$3,635,482","$64,770",93
161,Price of Glory,New Line,"$3,434,515","$1,611,833",807
162,Malena,Miramax,"$3,429,045","$62,282",117
163,Ghost Dog: The Way of the Samurai,Artisan,"$3,330,230","$166,344",109
164,Ride,Miramax,"$3,176,650",,7
165,The Big Kahuna,Lionsgate,"$3,150,107","$80,957",309
166,Beautiful,Destinati…,"$3,134,509","$1,409,433",646
167,The House of Mirth,Sony Pict…,"$3,041,803","$45,039",63
168,Isn't She Great,Universal,"$2,954,405","$1,368,705",750
169,Up at the Villa,Focus Fea…,"$2,933,161","$339,819",130
170,God's Army,Excel Ent…,"$2,637,726","$88,584",49
171,Himalaya - l'enfance d'un chef,Kino Inte…,"$2,487,878","$5,192",34
172,East-West,Sony Pict…,"$2,319,726","$56,147",70
173,But I'm a Cheerleader,Lionsgate,"$2,205,627","$60,410",115
174,Bamboozled,New Line,"$2,185,266","$190,720",244
175,La lengua de las mariposas,Miramax,"$2,086,098","$31,253",72
176,Bossa Nova,Sony Pict…,"$1,816,792","$22,442",59
177,The Color of Paradise,Sony Pict…,"$1,810,145","$28,144",33
178,La Vie Après L'Amour,Alliance …,"$1,795,758",,25
179,The Broken Hearts Club: A Romantic Comedy,Sony Pict…,"$1,744,858","$109,694",62
180,Girl on the Bridge,Paramount…,"$1,713,995","$66,567",48
181,The Life and Times of Hank Greenberg,Cowboy Pi…,"$1,703,901","$21,675",31
182,Gun Shy,Walt Disney,"$1,638,202","$703,109",296
183,Hamlet,Miramax,"$1,577,287","$62,253",65
184,Girlfight,Sony Pict…,"$1,523,941","$197,896",253
185,Catfish in Black Bean Sauce,Phaedra C…,"$1,315,573","$12,584",20
186,Jesus' Son,Lionsgate,"$1,282,084","$37,089",95
187,Cecil B. Demented,Artisan,"$1,276,984","$127,141",82
188,MVP: Most Valuable Primate,Keystone …,"$1,248,746","$99,518",205
189,Turn It Up,New Line,"$1,244,676","$576,820",661
190,I'm the One That I Want,Cho Tauss…,"$1,210,967","$33,671",8
191,Backstage,Miramax,"$1,184,727","$496,226",322
192,Trois,Rainfores…,"$1,161,843","$200,815",53
193,Shower,Sony Pict…,"$1,157,764","$40,125",46
194,Yi Yi,WellSpring,"$1,136,776","$9,456",15
195,Groove,Sony Pict…,"$1,115,313","$55,946",55
196,Left Luggage,Castle Hi…,"$1,113,208","$5,598",12
197,Mohabbatein,Yash Raj …,"$1,070,000","$570,000",53
198,The Cup,Fine Line,"$1,067,773","$35,179",42
199,Time Code,Sony Pict…,"$1,057,750","$93,148",130
200,Chuck&Buck,Artisan,"$1,055,671","$72,831",46
